_id,LOCATIONID,ASSET_ID,ASSET_NAME,TYPE,AMENITIES,ADDRESS,PHONE,URL,geometry
876,3842,72262,58 CURZON STREET PARK,Park,Playground,58 CURZON ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3842/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3324514725014, 43.6648415854447]]}"
877,2525,1139,WISHING WELL WOODS,Park,Playground,1801 PHARMACY AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2525/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3162995767343, 43.7757948028218]]}"
878,1501,621,LEONARD LINTON PARK,Park,"Basketball Court, Playground, Skateboarding",60 RESEARCH RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1501/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3540705472968, 43.7134383110989]]}"
879,1466,460,HARDING PARK,Park,"Ball Diamond, Playground",59 HEARST CIR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1466/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4984767449704, 43.6995729366282]]}"
880,1044,10,ALAMOSA PARK,Park,"Playground, Tennis Court",111 ALAMOSA DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1044/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3695581541507, 43.7810883418558]]}"
881,1969,1405,MARLBOROUGH PLACE PARKETTE,Park,None,100 MARLBOROUGH AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1969/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3944270033659, 43.6793043689045]]}"
882,1469,731,MONTAGUE PARKETTE,Park,None,30 HOMEWOOD AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1469/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3753821262897, 43.6637235012622]]}"
883,3068,71022,HEATHER HEIGHTS PARK,Park,Ball Diamond,125 MILFORD HAVEN DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3068/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2155057935215, 43.7769557045287]]}"
884,1489,858,RAYMORE PARK,Park,"Ball Diamond, Dog Off-Leash Area, Playground",95 RAYMORE DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1489/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5145529602621, 43.6953083087977]]}"
885,35,1014,SUSAN TIBALDI PARKETTE,Park,Playground,620 BROCK AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/35/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4394223959384, 43.6595961965914]]}"
886,3665,72602,JOSEPH TOUGH PARK,Park,None,246 DAVENPORT RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3665/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3978367133261, 43.6747128251075]]}"
887,172,975,SPENCER - COWAN PARKETTE,Park,Playground,80 SPENCER AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/172/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4307073234081, 43.6363747819927]]}"
888,985,386,FRANKLIN PARK,Park,Playground,138 FRANKLIN AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/985/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4167507012537, 43.7552751357744]]}"
889,1472,1035,THOMPSON STREET PARKETTE,Park,Dog Off-Leash Area,120 BROADVIEW AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1472/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3506172603787, 43.6592997621551]]}"
890,2659,933,SENATOR PETER BOSA PARKETTE,Park,None,725 VAUGHAN RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2659/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4453560037414, 43.694422490823]]}"
891,845,513,HUMBERTOWN PARK,Park,"Outdoor Ping Pong/Table Tennis, Playground, Sports Field",7 WIMBLETON RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/845/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5201821683288, 43.657827541732]]}"
892,2096,1324,GLADHURST PARK,Park,None,2 ELHURST CRT,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2096/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4913022539355, 43.6848460558872]]}"
893,92,302,DUNDAS - ST.CLARENS PARKETTE,Park,Playground,1717 DUNDAS ST W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/92/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4387582291774, 43.6497946011204]]}"
894,431,1146,WOODBINE PARK,Park,"Playground, Sports Field, Washroom",1695 QUEEN ST E,None,https://www.toronto.ca/data/parks/prd/facilities/complex/431/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3127852131806, 43.6644454345437]]}"
895,384,799,MATTY ECKLER PLAYGROUND,Park,"Outdoor Ping Pong/Table Tennis, Playground",953 GERRARD ST E,None,https://www.toronto.ca/data/parks/prd/facilities/complex/384/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3388322863323, 43.667985915458]]}"
896,292,817,PHIN PARK,Park,"Basketball Court, Outdoor Ping Pong/Table Tennis, Playground",115 CONDOR AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/292/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3362657140271, 43.6779744486004]]}"
897,2371,1348,HILLDOWNTREE PARKETTE,Park,None,16 HILLDOWNTREE RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2371/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5261787925753, 43.6602685893688]]}"
898,1013,1360,ISLINGTON HEIGHTS PARK,Park,None,26 A BYWOOD DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1013/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5329143462146, 43.659084557573]]}"
899,987,893,ROSETHORN PARK,Park,"Playground, Tennis Court",26 REMINGTON DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/987/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5391261055636, 43.6584426494198]]}"
900,2534,1042,TODMORDEN MILLS PARK,Park,None,67 POTTERY RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2534/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3593671970371, 43.6840478114793]]}"
901,2273,1717,DRUMSNAB PARKETTE,Park,None,8 DRUMSNAB RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2273/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3676274966966, 43.6749462123112]]}"
902,2422,508,HUMBER BAY PROMENADE PARK,Park,None,2195 LAKE SHORE BLVD W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2422/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4830472688375, 43.6186472443347]]}"
903,99,533,ISABELLA VALANCY CRAWFORD PARK,Park,None,299 FRONT ST W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/99/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3888117730631, 43.64346639034]]}"
904,375,548,JESSE KETCHUM PARK,Park,None,1310 BAY ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/375/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3910399762213, 43.6726095822203]]}"
905,2149,1198,BLOOR - BEDFORD PARKETTE,Park,None,248 BLOOR ST W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2149/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.398027455, 43.6680809164047]]}"
906,2082,1065,TURNBERRY SOUTH PARK,Park,Playground,31 ALENTEJO ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2082/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4658451087193, 43.6769589964082]]}"
907,1925,1231,CHAPMAN VALLEY PARK,Park,None,60 CHAPMAN RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1925/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.518873659699, 43.6901484501822]]}"
908,2608,1513,SPADINA ROAD PARK,Park,None,322 SPADINA RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2608/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4103544456394, 43.6815371260715]]}"
909,3461,46828,PAGE PARKETTE,Park,Playground,23 VALLIERE PL,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3461/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.383119524949, 43.7831407405563]]}"
910,752,936,SENTINEL PARK,Park,"Ball Diamond, Outdoor Dry Pad, Pickleball Court, Playground, Tennis Court, Washroom",295 SENTINEL RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/752/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4985517188061, 43.7552003461125]]}"
911,434,352,EVERGREEN GARDENS PARK,Park,Playground,23 EVERGREEN GDNS,None,https://www.toronto.ca/data/parks/prd/facilities/complex/434/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3725490018276, 43.69608274633]]}"
912,168,735,MOOREVALE PARK,Park,"Ball Diamond, Outdoor Ping Pong/Table Tennis, Playground, Tennis Court, Washroom",175 MOORE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/168/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3822524686726, 43.6935039685621]]}"
913,2177,1209,BROADVIEW SUBWAY STATION PARKETTE,Park,None,775 BROADVIEW AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2177/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3584074468928, 43.677241751716]]}"
914,147,155,CARLTON PARK,Park,"Basketball Court, Firepit, Playground",20 EDITH AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/147/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4554776121538, 43.6665622439283]]}"
915,828,166,CAYUGA PARK,Park,Playground,120 CAYUGA AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/828/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4806624525662, 43.6785646979431]]}"
916,514,311,EARLSCOURT PARK,Park,"Ball Diamond, Basketball Court, Dog Off-Leash Area, Outdoor Fitness Equipment, Outdoor Track, Picnic Site, Playground, Sports Field, Washroom",1200 LANSDOWNE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/514/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4515037424062, 43.6736233946801]]}"
917,769,1068,UPWOOD GREENBELT,Park,Playground,44 MARSHLYNN AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/769/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4993961135255, 43.7061220142856]]}"
918,1000,764,NORTH KIPLING PARK,Park,"Basketball Court, Playground",2 ROWNTREE RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1000/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5847567877476, 43.7521664904311]]}"
919,3740,94224,24 DEWHURST BLVD PARK,Park,None,24 DEWHURST BLVD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3740/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3400221641146, 43.6807419826565]]}"
920,163,165,BARBARA HALL PARK,Park,"Dog Off-Leash Area, Playground",519 CHURCH ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/163/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3805150317189, 43.6666770185006]]}"
921,257,1079,VINE AVENUE PLAYGROUND,Park,"Basketball Court, Playground",200 VINE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/257/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4704828710234, 43.6669855033985]]}"
922,250,1072,VERMONT SQUARE PARK,Park,"Dog Off-Leash Area, Outdoor Ping Pong/Table Tennis, Picnic Site, Playground",819 PALMERSTON AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/250/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4153877494427, 43.6708251790564]]}"
923,459,193,CHERRY BEACH SPORTS FIELDS,Park,"Playground, Sports Field, Washroom",275 UNWIN AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/459/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3412855994893, 43.6409420280232]]}"
924,306,1140,WITHROW PARK,Park,"Ball Diamond, Dog Off-Leash Area, Firepit, Outdoor Dry Pad, Outdoor Fitness Equipment, Outdoor Ping Pong/Table Tennis, Pickleball Court, Picnic Site, Playground, Sports Field, Tennis Court, Washroom",725 LOGAN AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/306/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3469330563353, 43.6744320621775]]}"
925,593,381,FOUNTAINHEAD PARK,Park,"Outdoor Ping Pong/Table Tennis, Playground, Tennis Court",445 SENTINEL RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/593/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4989775716806, 43.7619604876258]]}"
926,19,894,ROSETTA MCCLAIN GARDENS,Park,Washroom,5 GLEN EVEREST RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/19/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.255344308575, 43.6966050316631]]}"
927,238,1059,TRINITY SQUARE,Park,None,19 TRINITY SQ,None,https://www.toronto.ca/data/parks/prd/facilities/complex/238/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3818699449509, 43.6545159903913]]}"
928,2519,51,ASQUITH GREEN PARK,Park,None,19 PARK RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2519/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3843519069567, 43.6719479941222]]}"
929,2179,138,THE DOCTORS' PARKETTE,Park,None,350 COLLEGE ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2179/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4039874754161, 43.6574656563513]]}"
930,3709,69482,SENATOR MARIAN MALONEY PARK,Park,Playground,40 CAVEN ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3709/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5210522606464, 43.6207879982904]]}"
931,2307,200,CLAIRLEA PARK,Park,"Outdoor Dry Pad, Pickleball Court, Playground, Sports Field, Tennis Court",45 FAIRFAX CRES,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2307/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2876779290248, 43.7142966640977]]}"
932,274,809,PELHAM AVENUE PLAYGROUND,Park,Playground,20 PELHAM AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/274/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4555608439005, 43.6683892321022]]}"
933,284,814,PERTH SQUARE PARK,Park,"Firepit, Playground, Washroom",350 PERTH AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/284/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.452478787787, 43.6639690654371]]}"
934,2667,1567,WALMER RD PARKETTE,Park,None,227 WALMER RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2667/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4087473509348, 43.6762869442413]]}"
935,2265,286,DONORA PARK,Park,Playground,17 DONORA DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2265/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2958184454463, 43.6998962511987]]}"
936,2437,1392,LEAVENWORTH PARKETTE,Park,None, LEAVENWORTH CRES,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2437/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5616749139857, 43.6342970802947]]}"
937,380,1430,NEVILLE PARK BLVD RAVINE,Park,None,45 BRACKEN AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/380/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2832826478435, 43.6783291161887]]}"
938,2702,1446,OLIVE SQUARE PARK,Park,None,5575 YONGE ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2702/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.415040302833, 43.7793760920945]]}"
939,3663,57807,SOUTH STANLEY PARK EXTENSION,Park,None,801 WELLINGTON ST W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3663/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4090022824434, 43.640731994245]]}"
940,2479,1363,J.A. LESLIE TOT LOT,Park,"Outdoor Dry Pad, Outdoor Ping Pong/Table Tennis",425 MIDLAND AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2479/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2481642636638, 43.7130662112384]]}"
941,3,539,JAMES GARDENS,Park,Washroom,99 EDENBRIDGE DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5152961398092, 43.67074361962]]}"
942,1082,620,LEN FORD PARK,Park,None,295 LAKE PROMENADE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1082/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5332350286288, 43.5882542752267]]}"
943,1036,812,PEMBERTON PARKETTE,Park,Playground,89 PEMBERTON AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1036/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4094926391022, 43.7817631614823]]}"
944,3715,72783,45 DALHOUSIE ST PARK,Park,None,45 DALHOUSIE ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3715/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3754141162697, 43.6545133314241]]}"
945,129,364,FELSTEAD AVENUE PLAYGROUND,Park,"Playground, Sports Field, Washroom",60 FELSTEAD AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/129/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.329443206184, 43.6793731424188]]}"
946,2315,110,BLACK CREEK PARKLAND,Park,None,1650 FINCH AVE W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2315/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5095169350272, 43.7656160880799]]}"
947,2221,217,COLLINGWOOD PARK,Park,Playground,30 COLLINGWOOD ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2221/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2838963528855, 43.782634345933]]}"
948,2582,590,KNIGHTS OF COLUMBUS PARK,Park,Playground,60 SAN GABRIELE PL,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2582/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.566195856461, 43.7641633823054]]}"
949,2738,726,MOCCASIN TRAIL PARK,Park,None,55 GREEN BELT DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2738/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3333004322015, 43.733579804838]]}"
950,2669,1089,WARNER PARK,Park,Playground,75 WARNER AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2669/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3061947558515, 43.7245210536483]]}"
951,2122,1285,ED AND ANNE MIRVISH PARKETTE,Park,None,843 BATHURST ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2122/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4115170774746, 43.6665784805937]]}"
952,2069,1013,SUPERIOR PARK,Park,None,1 Y SUPERIOR AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2069/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4866611870632, 43.6145237699737]]}"
953,359,13,ALBERT CROSLAND PARK,Park,"Basketball Court, Playground",15 SAUNDERS AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/359/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4399439421255, 43.6407420581566]]}"
954,2631,1527,SUNNYBROOK PARKETTE,Park,None,25 SUNNYBROOK RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2631/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4824498322626, 43.6451857016968]]}"
955,747,907,RUDDINGTON PARK,Park,"Outdoor Fitness Equipment, Playground, Tennis Court",75 RUDDINGTON DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/747/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3892434200688, 43.7922885533047]]}"
956,2399,498,HOLLIS KALMAR PARK,Park,None,146 KALMAR AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2399/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2716254579454, 43.6939762467253]]}"
957,2406,1174,AVRO PARK,Park,None,55 KESWICK RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2406/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.462030974216, 43.7365499679745]]}"
958,1481,1555,UPPER JUNCTION PARK,Park,Playground,85 BIRDSTONE CRES,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1481/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4690457016514, 43.6746118142848]]}"
959,1043,86,BENNER PARK,Park,Playground,25 BENNER AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1043/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4401936914077, 43.7066665013615]]}"
960,316,1154,YONGE BOULEVARD PARKETTE,Park,None,3444 YONGE ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/316/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4048434886053, 43.7340888632129]]}"
961,2434,1240,DON MILLS TRAIL,Park,None,813 LAWRENCE AVE E,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2434/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3515792415201, 43.7361981918329]]}"
962,2253,1487,ROUGE NEIGHBOURHOOD PARK,Park,None,196 DEAN PARK RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2253/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.179420773407, 43.802257177452]]}"
963,3772,71262,60 BROADWAY AVE PARK,Park,None,60 BROADWAY AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3772/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3957695659249, 43.710394752491]]}"
964,2755,69,BAYVIEW ARENA PARK,Park,Dog Off-Leash Area,3240 BAYVIEW AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2755/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3938918998237, 43.7879710212377]]}"
965,1465,436,GRAND AVENUE PARK,Park,"Dog Off-Leash Area, Sports Field",1 GRAND AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1465/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4906688539086, 43.6226040954292]]}"
966,237,881,ROBERT BATEMAN PARKETTE,Park,None,281 CHAPLIN CRES,None,https://www.toronto.ca/data/parks/prd/facilities/complex/237/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4147641133471, 43.70145207672]]}"
967,1425,41,DE HAVILLAND 'MOSSIE' PARK,Park,"Outdoor Fitness Equipment, Playground, Sports Field",111 A ANTHONY RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/1425/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4676627549158, 43.7268775802134]]}"
968,2579,913,SADDLETREE PARK,Park,"Basketball Court, Playground",50 SADDLETREE DR,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2579/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3774388258683, 43.8049007005986]]}"
969,2785,43202,MABERLEY PARKETTE,Park,Playground,76 MABERLEY CRES,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2785/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.1290826024387, 43.7848052594087]]}"
970,770,1070,VAN HORNE PARK,Park,"Basketball Court, Outdoor Fitness Equipment, Playground, Sports Field",561 VAN HORNE AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/770/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3374084183638, 43.7868715462289]]}"
971,79,490,HILLCREST PARK,Park,"Basketball Court, Dog Off-Leash Area, Outdoor Ping Pong/Table Tennis, Picnic Site, Playground, Tennis Court, Washroom",950 DAVENPORT RD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/79/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4245259371429, 43.6759841969762]]}"
972,212,998,STANLEY PARK NORTH - TORONTO,Park,"Basketball Court, Outdoor Ping Pong/Table Tennis, Playground, Washroom",890 KING ST W,None,https://www.toronto.ca/data/parks/prd/facilities/complex/212/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4098430479658, 43.6431324087499]]}"
973,708,727,MAJOR ABBAS ALI PARK,Park,"Sports Field, Tennis Court",180 MCLEVIN AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/708/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2306931511991, 43.8048478247522]]}"
974,590,939,SEVEN OAKS PARK,Park,"Ball Diamond, Playground, Tennis Court, Washroom",372 MILITARY TRL,None,https://www.toronto.ca/data/parks/prd/facilities/complex/590/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2105842714658, 43.7882509492851]]}"
975,3535,58964,LISGAR PARK,Park,Playground,60 LISGAR ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/3535/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4237943761855, 43.6424988361031]]}"
976,383,785,OLYMPIC PARK,Park,None,222 BREMNER BLVD,None,https://www.toronto.ca/data/parks/prd/facilities/complex/383/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.384932619317, 43.6427582841858]]}"
977,419,865,REGENT PARK ATHLETIC GROUNDS,Park,"Basketball Court, Outdoor Dry Pad, Outdoor Ping Pong/Table Tennis, Outdoor Track, Pickleball Court, Sports Field, Washroom",480 SHUTER ST,None,https://www.toronto.ca/data/parks/prd/facilities/complex/419/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3591084609905, 43.6593498877993]]}"
978,2552,853,RANCHDALE PARK,Park,Playground,44 RANCHDALE CRES,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2552/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3230115741574, 43.7511797658698]]}"
979,2500,1395,LITTLE YORK PARKETTE,Park,None,58 NORWOOD TER,None,https://www.toronto.ca/data/parks/prd/facilities/complex/2500/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3010154720104, 43.6855065358506]]}"
980,207,184,CHARLOTTE MAHER PARK,Park,Playground,550 ROEHAMPTON AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/207/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.3808720619086, 43.711953519212]]}"
981,777,1135,WINDFIELDS PARK,Park,None,2451 BAYVIEW AVE,None,https://www.toronto.ca/data/parks/prd/facilities/complex/777/index.html,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.375655659679, 43.7425529857255]]}"
