price,address,mls,rooms,room dimensions,room_properties,Status,Type,Style,Size (sq ft),Age,Area,Community,Bedrooms,Bathrooms,Kitchens,Rooms,Den/Family Room,Patio Terrace,Unit Exposure,Ensuite Laundry,Air Conditioning,Fireplace,Laundry,Pets,Stories,Basement,Elevator,Heating,Exterior,Garage,Parking Designation,Parking Features,Parking Places,Parking Total,Lockers,Maintenance,Taxes,Tax Year,Central A/C Included,Common Elements Included,Water Included,Amenity,Feature,Cross Street,Municipality District,Condo Corporation,Corporation Number,Property Management,Building Insurance Included,Cable Included,Heating Included,Hydro Included,Parking Included,Virtual Tour,Parking Space,Parking Description,Locker Quantity,Locker Level,Locker Number,Bedrooms Plus,Rooms Plus,Water supply,Driveway,Covered Parking Places,Tax Legal Description,Fronting On,Frontage,Lot Depth,Lot Size Units,Pool,Sewer,Parcel Number,Zoning,Exterior Features,Parking Charges,Energy Certificate,Green PIS,Kitchens Plus,Electricity,Gas,Cable,Telephone,Retirement,UFFI,Lot Irregularities,Handicap Equipped,Assesment Year,Parcel of Tied Land,Acres,Structure,Waterfront,Open House Date,Open House Start,Open House Finished,Water Supply,Assessment,Waterfront Features,Shore Allow,Shoreline Exposure,Transaction Type,Property Type,Attachment,Ownership,MLS®#,Bedrooms Above Ground,Bedrooms Below Ground,Half Bathrooms,Flooring,Basement Status,Heating Fuel,Cooling,Total Stories,Parking Space (A),Parking Spaces (Total),Water,Location Description,Community Name,Size,Size Irregular,Depth,Size (Frontage),Video,Additional Monthly Fee,Open House From,Office Area Units,Total Area,Total Area metric,Taxes Type,Utilities,Free Standing,Lot Code,List Price Type,Office Area,Water Body Name,Water Source,Appliances,Basement Features,Foundation,Lot Features,Certificate Level,Farm/Agriculture,Retail Area,Retail Area metric,Sprinklers,Business Type,Rail,Chattels Included,Expense Type,Financial Statement,Franchise,Area Influence,Ceil Height (ft),Survey,Building Area Total,Alternate MLSN umber,Building Area Source,RATIO Current Price By Above Grade Finished Area,Area Major,Region,Property Sub Type,Area Minor,Last Modified,Current Price,Survey Type,Common Interest,Postal Code,Full Bathrooms,Inclusions,Above Grade Finished Area Units,Above Grade Finished Area,Above Grade Finished Area Source,Kitchen Appliances,Window Features,Total Bathrooms,Main Level Bathrooms,Interior Features,Number Of 3 Piece Bathrooms,Baths On Level Basement Count,Roof,Construction,Room Kitchen Level,Building Area Units,Kitchens Above Grade,INumber Of 2 Piece Bathrooms,Number Of Rooms Above Grade,Baths On Level Second Count,Baths Total Rooms,Number Of 4 Piece Bathrooms,Beds On Level Second Count,Kitchens Total,Beds Above Grade,Number Of Rooms Below Grade,Driveway Parking,Open Parking Spaces,Covered Spaces,Attached Garage,Open Parking,Association Fee Frequency,Directions,FarmLandAreaUnits,Frontage Type �,Lot Size Dimensions,Acres Range,Orig_lp_cd,Doing Business As,Seats,Days Open,Number of Employees,Llbo,Outside Storage,Percent Building,Soil Test,Com_cn_fee,Ceiling Height,Crane,Industrial Area,Industrial Area Units,Central Vac,lat,long
"$2,995,000",220 Harlandale Avenue,MLS® C9297719,"['Kitchen', 'Great Rm', 'Office', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Laundry', 'Rec', 'Media/Ent', 'Exercise']","['4.01 x 5.44', '4.78 x 7.47', '2.62 x 3.20', '4.47 x 5.21', '3.33 x 3.51', '2.74 x 3.48', '2.74 x 3.84', '2.08 x 2.77', '4.62 x 7.21', '3.33 x 4.85', '3.28 x 3.43']","['Walk-Out, Combined W/Family, Centre Island', 'Combined W/Dining, Walk-Out, Combined W/Family', 'O/Looks Frontyard, Hardwood Floor, Window Flr to Ceil', '5 Pc Ensuite, W/I Closet, O/Looks Backyard', '3 Pc Ensuite, Double Closet, Hardwood Floor', '5 Pc Bath, Double Closet, Hardwood Floor', '5 Pc Bath, Double Closet, Hardwood Floor', 'Laundry Sink, Window', 'Wet Bar, Large Window, Walk-Out', 'Window, French Doors', 'Sauna, 3 Pc Bath']",Sale,Detached,2-Storey,,,Toronto,Lansing-Westgate,4.0,5.0,1.0,8.0,Y,,,,Central Air,N,,,,Fin W/O,,Forced Air,Metal/Side,Built-In,,,2.0,3.0,,,7174.35,2024.0,,,,,,Senlac/Sheppard,Toronto C07,,,,,,,,,,,,,,,1.0,3.0,Municipal,Private,1.0,"PARCEL 10231,  SECTION WEST YORK LOT 171,  PLAN 66M389 TWP OF YORK/NORTHYORK ,  CITY OF TORONTO",N,40.0,117.66,Feet,,Sewers,101450137.0,,Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7599968,-79.42253869999999
"$1,225,000",5 Westhampton Drive,MLS® W9297262,"['Kitchen', 'Dining', 'Living', 'Prim Bdrm', '2nd Br', 'Living', 'Laundry', 'Bathroom', 'Laundry', 'Other']","['3.65 x 2.95', '2.04 x 2.77', '3.47 x 5.66', '2.86 x 4.20', '3.04 x 3.96', '3.50 x 5.80', '3.23 x 2.23', '3.00 x 2.00', '2.50 x 1.50', '1.50 x 2.00']","['Quartz Counter, Stainless Steel Appl, Hardwood Floor', 'Large Window, W/O To Yard, Hardwood Floor', 'Large Window, Fireplace, Hardwood Floor', '4 Pc Ensuite, Large Closet, Hardwood Floor', 'Large Window, Large Closet, Hardwood Floor', 'Fireplace, Combined W/Rec, Bar Sink', 'Closet, Hardwood Floor', '3 Pc Bath', '', 'Sauna']",Sale,Detached,Bungalow,,,Toronto,Kingsview Village-The Westway,2.0,3.0,1.0,11.0,Y,,,,Central Air,Y,,,,Sep Entrance,,Forced Air,Concrete,Carport,,,3.0,4.0,,,3484.0,2023.0,,,,,Public Transit,KIPLING & 401,Toronto W09,,,,,,,,,https://tours.openhousemedia.ca/sites/yvrbzax/unbranded,,,,,,1.0,,Municipal,Private,1.0,"LOT 51,  PLAN 4648 S/T EB144160 ETOBICOKE,  CITY OF TORONTO",S,42.7,125.58,Feet,,Sewers,,,Stucco/Plaster,,,,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7021336,-79.5589772
"$1,499,999",26 Edgecroft Road,MLS® W9296991,"['Foyer', 'Living', 'Dining', 'Kitchen']","['1.31 x 1.52', '2.43 x 4.57', '2.43 x 3.35', '2.37 x 3.96']","['Closet', 'Hardwood Floor', 'Hardwood Floor', 'Linoleum']",Sale,Detached,Bungalow,,,Toronto,Stonegate-Queensway,2.0,1.0,0.0,6.0,N,,,,Central Air,N,,,,Unfinished,,Forced Air,Brick,,,,3.0,3.0,,,4377.0,2023.0,,,,,,Royal York/Queensway,Toronto W07,,,,,,,,,,,,,,,,,Municipal,Private,0.0,"LT 20,  PL 3695 ; ETOBICOKE ,  CITY OF TORONTO",N,41.05,133.18,Feet,,Sewers,,Residential,,,N,N,,A,A,A,A,N,,,,,,,Garden Shed,,00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6297858,-79.5078691
"$7,750,000",15 Edenbrook Hill,MLS® W9296743,"['Dining', 'Office', 'Kitchen', 'Breakfast', 'Family', 'Prim Bdrm', 'Prim Bdrm', 'Br', 'Br', 'Rec', 'Games', 'Rec']","['3.66 x 6.10', '4.42 x 5.92', '5.18 x 7.32', '4.88 x 5.94', '4.88 x 5.61', '5.49 x 6.40', '3.89 x 5.18', '4.27 x 4.27', '3.53 x 4.27', '6.32 x 10.52', '5.41 x 5.72', '3.84 x 4.67']","['Pot Lights, B/I Bookcase, Wood Trim', 'B/I Bookcase, Hardwood Floor, French Doors', 'Centre Island, B/I Appliances, Custom Backsplash', 'Hardwood Floor, Open Concept, W/O To Patio', 'Gas Fireplace, B/I Shelves, Hardwood Floor', '5 Pc Ensuite, W/I Closet, Cathedral Ceiling', '3 Pc Ensuite, B/I Closet, Hardwood Floor', '3 Pc Ensuite, B/I Closet, Pot Lights', '3 Pc Ensuite, B/I Closet, O/Looks Garden', 'Hardwood Floor, Pot Lights, Closet', 'Hardwood Floor, Pot Lights, Walk-Up', '3 Pc Ensuite, B/I Closet, Hardwood Floor']",Sale,Detached,2-Storey,,,Toronto,Edenbridge-Humber Valley,4.0,7.0,1.0,10.0,Y,,,,Central Air,Y,,,,Walk-Up,,Forced Air,Stone,Attached,,,10.0,13.0,,,14184.18,2024.0,,,,,,Royal York Rd/ Edenbridge,Toronto W08,,,,,,,,,https://youtu.be/HqGSoVZKgy8,,,,,,1.0,5.0,Municipal,Private,3.0,"LOT 17,  PLAN 4301; ETOBICOKE",E,95.0,247.0,Feet,,Sewers,,,,,,,,,,,,,,,,,,,,,00:00.0,11:00 AM,12:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6716036,-79.5240152
"$1,195,000",19 Royaleigh Avenue,MLS® W9296683,"['Living', 'Dining', 'Kitchen', 'Sunroom', 'Prim Bdrm', '2nd Br', '3rd Br', 'Rec', 'Laundry']","['4.90 x 3.40', '3.05 x 3.50', '2.30 x 3.10', '2.50 x 3.30', '6.30 x 3.30', '6.30 x 3.10', '3.10 x 3.50', '6.30 x 3.30', '3.30 x 7.05']","['Fireplace, Hardwood Floor, Ceiling Fan', 'O/Looks Backyard, Hardwood Floor, W/O To Deck', 'Double Sink, Parquet Floor, O/Looks Backyard', 'Ceiling Fan, Vinyl Floor, W/O To Deck', 'B/I Closet, Broadloom, Ceiling Fan', 'Ceiling Fan, Broadloom, Closet', 'O/Looks Frontyard, Broadloom, Irregular Rm', 'Fireplace, Vinyl Floor', 'Separate Rm, Concrete Floor']",Sale,Detached,1 1/2 Storey,,,Toronto,Humber Heights,3.0,1.0,1.0,7.0,N,,,,,Y,,,,Part Fin,,Forced Air,Brick,Attached,,,3.0,4.0,,,4790.87,2024.0,,,,,,Royal York Rd & Lawrence Ave W,Toronto W09,,,,,,,,,,,,,,,,2.0,Municipal,Private,1.0,Plan M577 Lot 29,S,45.0,200.0,Feet,,Sewers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.698702,-79.531994
"$10,495,000",39 Burton Road,MLS® C9296368,"['Living', 'Dining', 'Kitchen', 'Breakfast', 'Office', 'Family', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Rec', 'Br']","['5.10 x 8.11', '5.05 x 4.47', '4.54 x 6.45', '3.86 x 3.91', '4.82 x 3.93', '8.22 x 5.00', '8.07 x 5.00', '3.83 x 5.43', '5.05 x 4.47', '4.26 x 4.44', '8.68 x 4.90', '5.38 x 3.65']","['Hardwood Floor, Fireplace, W/O To Terrace', 'Broadloom, Pot Lights, Mirrored Walls', 'Centre Island, Breakfast Bar, Track Lights', 'Tile Floor, Picture Window, Open Concept', 'Hardwood Floor, Fireplace, Picture Window', 'Hardwood Floor, Picture Window, B/I Shelves', 'Ensuite Bath, W/I Closet, Sauna', 'Ensuite Bath, Picture Window, B/I Shelves', 'Hardwood Floor, Picture Window, W/I Closet', 'Broadloom, Pot Lights, Picture Window', 'Fireplace, Pot Lights, Open Concept', 'Ensuite Bath, Closet, B/I Shelves']",Sale,Detached,2-Storey,,,Toronto,Forest Hill South,4.0,7.0,1.0,10.0,Y,,,,Central Air,Y,,,,Finished,,Forced Air,Brick,Attached,,,3.0,5.0,,,31079.0,2024.0,,,,,Park,Old Forest Hill/Spadina,Toronto C03,,,,,,,,,,,,,,,1.0,2.0,Municipal,Private,2.0,"LT 58 PL 1932 FOREST HILL; LT 59 PL 1932 FOREST HILL; TORONTO ,  CITY OF TORONTO",S,100.0,170.5,Feet,Indoor,Sewers,104660088.0,,,,,,,A,A,A,A,N,,Severed Into 2 Lots (50 Ft Lots),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6923166,-79.4191883
"$3,598,000",30 Hi Mount Drive,MLS® C9296313,"['Living', 'Dining', 'Kitchen', 'Breakfast', 'Prim Bdrm', '2nd Br', '3rd Br', 'Rec', '4th Br', '5th Br', 'Kitchen', 'Utility']","['4.47 x 6.05', '2.00 x 4.42', '3.46 x 3.65', '1.96 x 3.65', '4.14 x 4.55', '3.36 x 4.15', '3.05 x 3.51', '5.19 x 9.08', '3.94 x 4.40', '3.23 x 4.01', '3.95 x 4.22', '3.17 x 3.04']","['Hardwood Floor, Gas Fireplace, O/Looks Ravine', 'Hardwood Floor, O/Looks Ravine, W/O To Balcony', 'Hardwood Floor, Renovated', 'Hardwood Floor, Side Door', 'Hardwood Floor, 3 Pc Ensuite, O/Looks Ravine', 'Hardwood Floor, Broadloom', 'Hardwood Floor, Broadloom', 'Parquet Floor, Walk-Out, O/Looks Ravine', 'Parquet Floor, O/Looks Ravine', 'Parquet Floor, O/Looks Ravine', '', '']",Sale,Detached,Bungalow,,,Toronto,Bayview Village,3.0,3.0,1.0,7.0,N,,,,Central Air,Y,,,,Sep Entrance,,Forced Air,Brick,Attached,,,8.0,10.0,,,13272.17,2023.0,,,,,,Bayview/Sheppard,Toronto C15,,,,,,,,,https://salisburymedia.ca/30-hi-mount-drive-toronto/,,,,,,2.0,6.0,Municipal,Circular,2.0,"PARCEL 11567,  SECTION EY LOT 243,  PLAN 66M677 SUBJECT TO LT585459",N,70.07,280.31,Feet,,Sewers,100581035.0,,,,N,N,1.0,,,,,,,280.31 x 70.07 x 255.70 x 73.00,,,,,,,00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7778225,-79.37494699999999
"$3,349,900",4 Braywin Drive,MLS® W9296224,"['Living', 'Dining', 'Family', 'Office', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Media/Ent', '5th Br', 'Exercise']","['5.85 x 14.68', '5.85 x 14.68', '4.24 x 4.59', '3.59 x 3.73', '4.69 x 4.93', '5.81 x 6.27', '4.04 x 4.28', '4.11 x 4.48', '5.39 x 6.01', '5.42 x 6.68', '3.81 x 4.28', '4.11 x 6.88']","['Hardwood Floor, Gas Fireplace, Overlook Golf Course', 'Hardwood Floor, Crown Moulding, Overlook Golf Course', 'Hardwood Floor, Built-In Speakers, Overlook Golf Course', 'Hardwood Floor, Crown Moulding, O/Looks Garden', 'B/I Appliances, Centre Island, Overlook Golf Course', '5 Pc Ensuite, W/O To Balcony, Overlook Golf Course', 'Hardwood Floor, 3 Pc Ensuite, Overlook Golf Course', 'Hardwood Floor, 4 Pc Ensuite, Crown Moulding', 'Hardwood Floor, 4 Pc Ensuite, Crown Moulding', 'Above Grade Window, Pot Lights, Hardwood Floor', 'Above Grade Window, Pot Lights, Double Closet', 'Above Grade Window, Pot Lights, Hardwood Floor']",Sale,Detached,2-Storey,3500-5000,,Toronto,Kingsview Village-The Westway,4.0,5.0,1.0,10.0,Y,,,,Central Air,Y,,,,Finished,,Forced Air,Stone,Attached,,,4.0,6.0,,,13877.25,2023.0,,,,,Golf,Royal York & St Phillips St,Toronto W09,,,,,,,,,https://tours.myvisuallistings.com/cvtnb/347660,,,,,,1.0,5.0,Municipal,Private,2.0,"LT 2 Plan 6244 S/T EB249928 Etobicoke , Toronto",N,65.67,129.54,Feet,,Sewers,73740415.0,,Stucco/Plaster,,,,,,,,,N,,Premium Pie Backs To Golf Rear 135ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7007377,-79.5350145
"$2,779,000",738 O'connor Drive,MLS® E9296056,"['Living', 'Dining', 'Kitchen', 'Breakfast', 'Study', 'Foyer', 'Prim Bdrm', '2nd Br', '3rd Br', 'Rec', 'Laundry', 'Utility']","['3.94 x 5.94', '3.94 x 3.57', '3.45 x 2.42', '2.61 x 3.75', '2.39 x 5.32', '2.25 x 3.57', '3.92 x 6.15', '3.47 x 3.47', '3.32 x 2.54', '3.62 x 5.94', '6.54 x 2.38', '5.09 x 3.45']","['Fireplace, Hardwood Floor, Crown Moulding', 'Hardwood Floor, Large Window, Crown Moulding', 'Eat-In Kitchen, W/O To Deck, Granite Counter', 'W/O To Deck, Hardwood Floor, B/I Shelves', 'W/O To Deck, Gas Fireplace, B/I Shelves', 'Hardwood Floor, Closet', '2 Pc Bath, Broadloom, Closet', 'W/O To Terrace, Closet, Broadloom', 'B/I Shelves, Window, Broadloom', 'Hardwood Floor, W/O To Ravine, Fireplace', '', '']",Sale,Detached,2-Storey,,,Toronto,East York,3.0,3.0,1.0,6.0,N,,,,Central Air,Y,,,,Fin W/O,,Forced Air,Brick,,,,6.0,6.0,,,8411.8,2024.0,,,,,Public Transit,O'Connor / Woobine,Toronto E03,,,,,,,,,https://unbranded.youriguide.com/738_o_connor_dr_toronto_on/,,,,,,,3.0,Municipal,Private,0.0,"PT LT 10 CON 2 FTB TWP OF YORK PT 1 64R7984 T/W TB683171; TORONTO (E YORK) ,  CITY OF TORONTO",N,130.17,309.87,Feet,,Sewers,103720730.0,,,,,,,,,,,,,lot depth varies on each side of lot,,,,,Garden Shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7003165,-79.32105179999999
"$1,788,000",185 Steeles Avenue E,MLS® C9295395,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '2nd Br', 'Den', 'Br', 'Br', 'Kitchen', 'Kitchen', 'Kitchen']","['4.26 x 4.34', '3.65 x 4.34', '3.40 x 3.55', '3.65 x 4.02', '3.43 x 6.09', '3.00 x 4.49', '2.13 x 2.33', '3.81 x 4.82', '2.89 x 3.31', '3.00 x 2.70', '2.00 x 2.00', '2.00 x 2.00']","['Laminate', 'Laminate', 'Laminate', 'Laminate', 'Laminate', 'Laminate', 'Laminate', 'Laminate', 'Laminate', 'Laminate', 'Laminate', 'Laminate']",Sale,Detached,1 1/2 Storey,,,Toronto,Newtonbrook East,4.0,5.0,3.0,12.0,N,,,,Central Air,N,,,,Sep Entrance,,Forced Air,Alum Siding,Detached,,,7.0,8.0,,,7088.52,2024.0,,,,,,Bayview/Steeles,Toronto C14,,,,,,,,,https://drive.google.com/drive/u/1/folders/1-6g7UA-lqeoSBNLvTPQTQ6K0vjK_r7JO,,,,,,2.0,,Municipal,Private,1.0,"Parcel 62-1,  Section M1138 Lot 62,  Plan 66M1138",S,67.0,120.75,Feet,,Sewers,,,,,N,N,2.0,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6799632,-79.7180853
"$12,995,000",2 Shady Oaks Crescent,MLS® C9295389,[],[],[],Sale,Detached,2-Storey,,,Toronto,Bridle Path-Sunnybrook-York Mills,5.0,4.0,1.0,9.0,Y,,,,Central Air,Y,,,,Finished,,Forced Air,Brick,Detached,,,4.0,6.0,,,20056.0,2024.0,,,,,,Bayview and York Mills,Toronto C12,,,,,,,,,,,,,,,,2.0,Municipal,Pvt Double,2.0,Plan M809 Lot 93 on NRS,N,115.48,151.39,Feet,Inground,Sewers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7267984,-79.3640683
"$1,497,000",1 Hillavon Drive S,MLS® W9295196,"['Living', 'Kitchen', 'Dining', 'Prim Bdrm', '2nd Br', '3rd Br', 'Bathroom', 'Family', 'Bathroom', 'Laundry']","['4.05 x 4.92', '2.90 x 4.64', '2.41 x 2.93', '2.80 x 4.31', '2.96 x 4.05', '2.76 x 3.00', '1.40 x 2.80', '3.99 x 6.06', '1.47 x 2.25', '1.73 x 2.66']","['Hardwood Floor, Pot Lights, Large Window', 'Porcelain Floor, Centre Island, Quartz Counter', 'W/O To Deck, Porcelain Floor, O/Looks Backyard', 'Hardwood Floor, Pot Lights', 'Hardwood Floor, Pot Lights', 'Hardwood Floor, Pot Lights', 'Renovated, 3 Pc Bath, Double Sink', 'Hardwood Floor, Access To Garage, Renovated', 'Renovated, 3 Pc Bath, Porcelain Floor', '']",Sale,Detached,Bungalow,,,Toronto,Princess-Rosethorn,3.0,2.0,1.0,7.0,N,,,,Central Air,N,,,,Sep Entrance,,Forced Air,Brick,Attached,,,4.0,6.0,,,5321.75,2024.0,,,,,Park,Martingrove and Rathburn,Toronto W08,,,,,,,,,https://media.panapix.com/sites/ynewbow/unbranded,,,,,,,,Municipal,Pvt Double,2.0,Lot 38; PL 4532; Etobicoke,S,51.78,147.46,Feet,,Sewers,,Residential,,,,,,Y,Y,A,A,,,Lot size irregular,,,N,,Garden Shed,,00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6606873,-79.5548977
"$3,888,888",242 Parkview Avenue,MLS® C9295151,"['Living', 'Dining', 'Library', 'Kitchen', 'Breakfast', 'Family', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Rec', 'Br']","['4.20 x 6.50', '4.00 x 4.45', '2.70 x 3.40', '3.96 x 5.48', '2.43 x 5.17', '3.96 x 6.39', '4.54 x 6.04', '4.07 x 4.13', '3.66 x 6.05', '4.27 x 5.32', '4.57 x 11.57', '3.96 x 3.96']","['Gas Fireplace, Hardwood Floor, Pot Lights', 'Hardwood Floor, Pot Lights, Crown Moulding', 'Panelled, Coffered Ceiling, Pot Lights', 'Granite Counter, Pot Lights, Stainless Steel Appl', 'Combined W/Family, W/O To Deck, Bay Window', 'Gas Fireplace, B/I Shelves, Hardwood Floor', '7 Pc Ensuite, Gas Fireplace, Pot Lights', '4 Pc Ensuite, Double Closet, Hardwood Floor', '4 Pc Ensuite, Hardwood Floor, Closet', '3 Pc Ensuite, Hardwood Floor, South View', 'Walk-Up, Gas Fireplace, Pot Lights', '4 Pc Ensuite, Closet, Limestone Flooring']",Sale,Detached,2-Storey,3500-5000,15-Jun,Toronto,Willowdale East,4.0,7.0,1.0,11.0,Y,,,,Central Air,Y,,,,Walk-Up,,Forced Air,Brick,Attached,,,5.0,7.0,,,17143.23,2023.0,,,,,Library,Bayview / Sheppard,Toronto C14,,,,,,,,,https://unbranded.youriguide.com/242_parkview_ave_toronto_on/,,,,,,2.0,4.0,Municipal,Pvt Double,2.0,LT 792 PL 1790 TWP OF YORK; LT 61 PL 3194 NORTH YO,N,50.0,152.0,Feet,,Sewers,100720167.0,,Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.77419,-79.40007560000001
,,,[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$2,350,000",189 #2 Hay Avenue,MLS® W9295120,[],[],[],Sale,Detached,2-Storey,2000-2500,New,Toronto,Mimico,4.0,5.0,1.0,9.0,Y,,,,Central Air,N,,,,Fin W/O,N,Forced Air,Stucco/Plaster,Built-In,,,1.0,2.0,,,5683.31,2023.0,,,,,Public Transit,Evans & Islington,Toronto W06,,,,,,,,,,,,,,,,,Municipal,Private,1.0,Half of Plan 831 Lot 48,S,25.0,120.0,Feet,,Sewers,76040142.0,,,,N,,,Y,Y,A,A,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6182077,-79.5044244
"$2,328,888",16 Whittaker Crescent,MLS® C9294933,"['Solarium', 'Foyer', 'Living', 'Dining', 'Kitchen', 'Family', 'Prim Bdrm', '2nd Br', '3rd Br', 'Office', 'Rec', '4th Br']","['2.01 x 7.21', '2.44 x 3.66', '3.66 x 6.10', '3.75 x 3.96', '3.35 x 4.57', '3.35 x 4.57', '3.96 x 4.57', '3.35 x 3.35', '3.35 x 3.35', '3.33 x 3.35', '6.23 x 6.52', '3.33 x 7.13']","['Double Doors, Access To Garage, Marble Floor', 'Recessed Lights, Hardwood Floor', 'Fireplace, Skylight, Hardwood Floor', 'Combined W/Living, Recessed Lights, Hardwood Floor', 'Stainless Steel Appl, Granite Counter, Ceramic Floor', 'O/Looks Backyard, Electric Fireplace, Hardwood Floor', 'W/I Closet, 5 Pc Ensuite, Broadloom', 'Closet, Window, Broadloom', 'Closet, Window, Broadloom', ', Window, Broadloom', 'Finished, Above Grade Window, Broadloom', 'Above Grade Window, Broadloom']",Sale,Detached,Bungalow,,,Toronto,Bayview Village,3.0,3.0,1.0,9.0,Y,,,,Central Air,Y,,,,Fin W/O,N,Forced Air,Brick,Attached,,,2.0,4.0,,,10943.93,2024.0,,,,,Library,Sheppard Ave E/Bayview Ave,Toronto C15,,,,,,,,,https://www.slideshowcloud.com/16whittakercrescent,,,,,,2.0,3.0,Municipal,Pvt Double,2.0,PLAN 4794 LOT 48,E,134.5,56.0,Feet,,Sewers,100600155.0,Residential,Wood,,N,,1.0,,,,,N,,,,,,,,,00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7701528,-79.37848989999999
