price,address,mls,office_name,office_type,office_address,Property Type,Building Type,Storeys,Square Footage,Community Name,Title,Annual Property Taxes,Parking Type,Time on REALTOR.ca,Above Grade,Total,Partial,Appliances Included,Features,Building Amenities,Cooling,Heating Type,Exterior Finish,Community Features,Maintenance Fees,Maintenance Fees Include,Maintenance Management Company,Total Parking Spaces,View,Below Grade,Flooring,Structures,Land Size,Basement Features,Basement Type,Style,Architecture Style,Fire Protection,Rental Equipment,Fireplace,Utility Sewer,Water,Amenities Nearby,Fencing,Frontage,Land Depth,Foundation Type,Utility Type,Zoning Description,Pool Type,Split Level Style,Landscape Features,Surface Water,Subdivision Name,Built in,Storage,Total Units,Above Grade Finished,Below Grade Finished,Access,Waterfront,Utility Communications,Construction Status,Construction Material,Waterfront Name,Other Style,Fireplace Fuel,Utility-Hydro,Other,Age Of Building,Business Type
"$1,889,000","51 GLENHOLME AVENUEToronto (Wychwood), Ontario M6H3A8",C10430269,HARVEY KALLES REAL ESTATE LTD.,Brokerage,"2145 AVENUE ROADTORONTO, Ontario M5M4B2",Single Family,House,2,2000 - 2500 sqft,Wychwood,Freehold,"$7,388.93 (CAD)",Detached Garage,3 days,4,2,,"Cooktop, Dishwasher, Dryer, Freezer, Furniture, Microwave, Range, Refrigerator, Stove, Washer, Whirlpool",,,Wall unit,Radiant heat (Natural gas),Brick,Community Centre,,,,6,,,"Concrete, Hardwood, Tile, Laminate",,35.1 x 122.2 FT,Separate entrance,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,"Park, Place of Worship, Public Transit",Fenced yard,"35 ft ,1 in","122 ft ,2 in",Unknown,,,,,,,,,,,,,,,,,,,,,,,,
"$1,595,000","136 REGINA AVENUEToronto (Englemount-Lawrence), Ontario M6A1R7",C10430279,ROYAL LEPAGE SIGNATURE REALTY,Brokerage,"8 SAMPSON MEWS SUITE 201 THE SHOPS AT DON MILLSTORONTO, Ontario M3C0H5",Single Family,House,1,,Englemount-Lawrence,Freehold,"$5,656.67 (CAD)",Detached Garage,3 days,3,2,,"Dryer, Microwave, Refrigerator, Two stoves, Two Washers, Window Coverings",Carpet Free,,Central air conditioning,Heat Pump (Natural gas),Brick,,,,,3,,2,"Hardwood, Laminate, Ceramic",,50 x 137.8 FT,"Apartment in basement, Separate entrance",N/A,Detached,Bungalow,,,,Sanitary sewer,Municipal water,,,50 ft,"137 ft ,9 in",Block,,,,,,,,,,,,,,,,,,,,,,,,
"$949,900","104 - 580 KINGSTON ROADToronto (The Beaches), Ontario M4E1P9",E10430192,RE/MAX HALLMARK REALTY LTD.,Brokerage,"170 MERTON STTORONTO, Ontario M4S1A1",Single Family,Row / Townhouse,2,1200 - 1399 sqft,The Beaches,Condominium/Strata,"$5,049.94 (CAD)",Underground,3 days,3,3,1,,"Ravine, Conservation/green belt, Balcony, Carpet Free, In suite Laundry","Party Room, Visitor Parking",Central air conditioning,Heat Pump (Natural gas),Brick,Pet Restrictions,"$1,124.63 (CAD) Monthly","Common Area Maintenance, Heat, Insurance, Parking, Water",First Service Residential,1,,1,Hardwood,,,,,,,,,,,,"Beach, Public Transit, Schools",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$595,000","1011 - 2020 MCNICOLL AVENUEToronto (Milliken), Ontario M1V0B5",E10430278,RE/MAX CROSSROADS REALTY INC.,Brokerage,"208 - 8901 WOODBINE AVEMARKHAM, Ontario L3R9Y4",Single Family,Apartment,,700 - 799 sqft,Milliken,Leasehold Condo/Strata,"$1,237.58 (CAD)",Underground,3 days,1,2,1,,"Carpet Free, In suite Laundry","Security/Concierge, Exercise Centre, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Natural gas),Brick,Pet Restrictions,$912.29 (CAD) Monthly,"Heat, Electricity, Water, Insurance, Common Area Maintenance, Parking",Connection Properties Group,1,,,"Laminate, Ceramic",,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$839,000","710 - 158 FRONT STREET EToronto (Moss Park), Ontario M5A0K9",C10430303,FOREST HILL REAL ESTATE INC.,Brokerage,"28A HAZELTON AVENUETORONTO, Ontario M5R2E2",Single Family,Apartment,,700 - 799 sqft,Moss Park,Condominium/Strata,"$3,612.21 (CAD)",Underground,3 days,2,2,,"Cooktop, Dishwasher, Dryer, Freezer, Microwave, Oven, Refrigerator, Washer, Window Coverings",Balcony,"Security/Concierge, Exercise Centre, Party Room, Storage - Locker",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Pet Restrictions,$741.94 (CAD) Monthly,"Heat, Water, Common Area Maintenance, Insurance, Parking",Forest Hill Kipling,1,,,"Laminate, Tile",,,,,,,,,,,,"Hospital, Public Transit",,,,,,,Outdoor pool,,,,,,,,,,,,,,,,,,,,,
"$708,000","3001 - 9 BOGERT AVENUEToronto (Lansing-Westgate), Ontario M2N0H3",C10430307,RIGHT AT HOME REALTY,Brokerage,"1550 16TH AVENUE BLDG B UNIT 3 & 4RICHMOND HILL, Ontario L4B3K9",Single Family,Apartment,,600 - 699 sqft,Lansing-Westgate,Condominium/Strata,"$2,905 (CAD)",Underground,3 days,1,2,,"Cooktop, Dryer, Microwave, Oven, Refrigerator, Washer",Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$632.71 (CAD) Monthly,"Water, Common Area Maintenance, Parking",First Service Residential,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$2,998,000","223 BYNG AVENUEToronto (Willowdale East), Ontario M2N4L2",C10430330,FOREST HILL REAL ESTATE INC.,Brokerage,"15 LESMILL RD UNIT 1TORONTO, Ontario M3B2T3",Single Family,House,2,3500 - 5000 sqft,Willowdale East,Freehold,"$16,465.95 (CAD)",Garage,3 days,4,6,2,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Wine Fridge",,,Central air conditioning,Forced air (Natural gas),Brick,Community Centre,,,,4,,2,"Marble, Laminate, Hardwood",,40.3 x 160 FT ; Deep Lot--HEATED DRIVEWAY,"Separate entrance, Walk out",N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,"Public Transit, Schools, Park, Place of Worship",,"40 ft ,3 in",160 ft,,"Cable (Available), Sewer (Installed)",Residential,,,,,,,,,,,,,,,,,,,,,,
"$2,288,000","73 NEILSON AVENUEToronto (Cliffcrest), Ontario M1M2S5",E10430326,CENTURY 21 LEADING EDGE REALTY INC.,Brokerage,"18 WYNFORD DRIVE #214TORONTO, Ontario M3C3S2",Single Family,House,2,,Cliffcrest,Freehold,"$9,200 (CAD)",Attached Garage,3 days,4,5,1,"Dishwasher, Dryer, Refrigerator, Stove, Washer, Window Coverings",,,Central air conditioning,Forced air (Natural gas),"Stone, Stucco",,,,,6,,1,"Hardwood, Laminate",,43 x 133 FT,Walk-up,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,,,43 ft,133 ft,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
"$999,999","61 HEASLIP TERRACEToronto (Tam O'Shanter-Sullivan), Ontario M1T1W8",E10430337,RE/MAX ROUGE RIVER REALTY LTD.,Brokerage,"65 Kingston Road East Unit 11Ajax, Ontario L1S7J4",Single Family,House,2,,Tam O'Shanter-Sullivan,Freehold,"$4,191.59 (CAD)",Garage,3 days,3,2,,"Garage door opener remote(s), Dryer, Refrigerator, Stove, Washer, Window Coverings",Irregular lot size,,Central air conditioning,Forced air (Natural gas),"Aluminum siding, Brick",,,,,6,,,"Hardwood, Tile, Carpeted, Parquet, Cork",Shed,30.29 x 150.62 FT ; 29.75 ft x 150.66 ft,,N/A (Finished),Semi-detached,,,,1,Sanitary sewer,Municipal water,"Park, Place of Worship, Public Transit, Schools",Fenced yard,"30 ft ,3 in","150 ft ,7 in",Unknown,"Cable (Available), Sewer (Available)",rs*229,,,,,,,,,,,,,,,,,,,,,,
"$589,900","706 - 56 ANNIE CRAIG DRIVEToronto (Mimico), Ontario M8V0C8",W10430186,RE/MAX REALTY SPECIALISTS INC.,Brokerage,"4310 SHERWOODTOWNE BLVD 200AMISSISSAUGA, Ontario L4Z4C4",Single Family,Apartment,,500 - 599 sqft,Mimico,Condominium/Strata,"$2,353.30 (CAD)",Underground,3 days,1,1,,"Blinds, Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer, Window Coverings","Balcony, In suite Laundry","Party Room, Visitor Parking, Exercise Centre, Security/Concierge, Separate Electricity Meters, Storage - Locker",Central air conditioning,Heat Pump (Electric),"Brick, Concrete",Pet Restrictions,$487.94 (CAD) Monthly,"Water, Common Area Maintenance, Parking, Insurance",Crossbridge Condominium Services - 416-551-2167,1,Lake view,1,Laminate,,,,,,,,None,,,,"Beach, Park",,,,,,,Indoor pool,,,Lake/Pond,,,,,,,,,,,,,,,,,,
"$585,000","946 - 25 VIKING LANEToronto (Islington-City Centre West), Ontario M9B0A1",W10430201,RE/MAX PROFESSIONALS INC.,Brokerage,"1 EAST MALL CRES UNIT D-3-CTORONTO, Ontario M9B6G8",Single Family,Apartment,,600 - 699 sqft,Islington-City Centre West,Condominium/Strata,"$2,131.81 (CAD)",Underground,3 days,1,1,,"Dishwasher, Dryer, Microwave, Range, Refrigerator, Stove, Washer","Balcony, In suite Laundry","Security/Concierge, Exercise Centre, Party Room",Central air conditioning,Forced air (Natural gas),"Concrete, Brick",Pet Restrictions,$506.23 (CAD) Monthly,"Water, Parking, Insurance, Common Area Maintenance",Del Property Management,1,City view,1,Laminate,,,,,,,"Alarm system, Security guard",,,,,Public Transit,,,,,,,Indoor pool,,,,,,,,,,,,,,,,,,,,,
"$1,749,000","58 FERN AVENUEToronto (Roncesvalles), Ontario M6R1K1",W10430214,KELLER WILLIAMS REFERRED URBAN REALTY,Brokerage,"156 DUNCAN MILL RD UNIT 1TORONTO, Ontario M3B3N2",Single Family,Row / Townhouse,2,,Roncesvalles,Freehold,"$6,888 (CAD)",Detached Garage,3 days,3,3,1,"Central Vacuum, Water Heater, Dishwasher, Dryer, Refrigerator, Stove, Washer",Lane,,Central air conditioning,Forced air (Natural gas),Brick,Community Centre,,,,1,,1,"Hardwood, Tile",,15 x 117 FT,Apartment in basement,N/A,Attached,,,,,Sanitary sewer,Municipal water,"Place of Worship, Schools, Hospital, Park",,15 ft,117 ft,Unknown,,,,,,,,,,,,,,,,,,,,,,,,
"$450,000","2081 - 65 GEORGE APPLETON WAYToronto (Downsview-Roding-CFB), Ontario M3M0A2",W10430254,RE/MAX PLATINUM PIN REALTY,Brokerage,,Single Family,Row / Townhouse,,500 - 599 sqft,Downsview-Roding-CFB,Condominium/Strata,"$1,688.08 (CAD)",Underground,3 days,1,1,,"Water Heater, Dishwasher, Refrigerator, Stove","Balcony, Carpet Free",Storage - Locker,Central air conditioning,Forced air (Natural gas),"Stucco, Brick",Pet Restrictions,$393.95 (CAD) Monthly,"Common Area Maintenance, Water, Insurance",City Sites Property Management,1,,,"Laminate, Ceramic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$949,000","29 CHECKENDON DRIVEToronto (Rexdale-Kipling), Ontario M9W2Y8",W10430266,RE/MAX HALLMARK PEGGY HILL GROUP REALTY,Brokerage,"374 HURONIA ROAD #101106415 & 106419BARRIE, Ontario L4N8Y9",Single Family,House,1,700 - 1100 sqft,Rexdale-Kipling,Freehold,"$3,805.34 (CAD)",,3 days,2,2,1,"Dryer, Refrigerator, Stove, Washer, Window Coverings","Flat site, Dry",Fireplace(s),Central air conditioning,Forced air (Natural gas),Brick,,,,,3,,,"Tile, Carpeted",Shed,45.1 x 120.1 FT|under 1/2 acre,,Full (Finished),Detached,Raised bungalow,Smoke Detectors,,1,Sanitary sewer,Municipal water,"Park, Place of Worship, Public Transit, Schools",,"45 ft ,1 in","120 ft ,1 in",Block,"Cable (Available), Sewer (Installed)",RD (f13.5; a510; d0.45),,,,,,,,,,,,,,,,,,,,,,
"$1,199,000","106 CAMERON AVENUEToronto (Keelesdale-Eglinton West), Ontario M6M1R3",W10430335,ROYAL LEPAGE PREMIUM ONE REALTY,Brokerage,"595 CITYVIEW BLVD UNIT 3VAUGHAN, Ontario L4H3M7",Single Family,House,1,,Keelesdale-Eglinton West,Freehold,"$3,776.72 (CAD)",Detached Garage,3 days,2,2,,,"Irregular lot size, Carpet Free, In-Law Suite",,Wall unit,Radiant heat (Natural gas),Brick,Community Centre,,,,5,,1,"Hardwood, Vinyl",Porch,30 x 111.5 FT   ; 30.39  x 111.64 ft x 30.43 x 112.46 ft|under 1/2 acre,Separate entrance,N/A (Finished),Detached,Bungalow,,,,Sanitary sewer,Municipal water,"Public Transit, Place of Worship, Schools",,30 ft,"111 ft ,6 in",Unknown,,,,,,,,,,,,,,,,,,,,,,,,
"$949,900","602 - 383 SORAUREN AVENUEToronto (Roncesvalles), Ontario M6R0A4",W10430334,HARVEY KALLES REAL ESTATE LTD.,Brokerage,"2145 AVENUE ROADTORONTO, Ontario M5M4B2",Single Family,Apartment,,800 - 899 sqft,Roncesvalles,Condominium/Strata,"$3,454.85 (CAD)",Underground,3 days,2,2,,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer","Balcony, Carpet Free","Security/Concierge, Exercise Centre, Party Room, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Pet Restrictions,$669.48 (CAD) Monthly,"Heat, Common Area Maintenance, Insurance, Water, Parking",GPM Property Management 905-669-0222,1,,,,,,,,,,,,,,,"Public Transit, Schools",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$969,000","66 ARLETA AVENUEToronto (Downsview-Roding-CFB), Ontario M3L2E7",W10430340,ROYAL LEPAGE SIGNATURE REALTY,Brokerage,"30 EGLINTON AVE W STE 7MISSISSAUGA, Ontario L5R3E7",Single Family,House,1,,Downsview-Roding-CFB,Freehold,"$3,576.45 (CAD)",Garage,3 days,3,3,1,"Garage door opener remote(s), Window Coverings",Irregular lot size,,Central air conditioning,Forced air (Natural gas),Brick,,,,,3,,1,"Hardwood, Tile, Laminate",,31.38 x 113 FT|under 1/2 acre,"Separate entrance, Walk out",N/A (Finished),Semi-detached,Bungalow,,,,Sanitary sewer,Municipal water,,,"31 ft ,4 in",113 ft,Concrete,"Cable (Available), Sewer (Installed)",,,,,,,,,,,,,,,,,,,,,,,
"$749,777","14 - 25 FOUNDRY AVENUEToronto (Dovercourt-Wallace Emerson-Junction), Ontario M6H4K7",W10430354,META REALTY INC.,Brokerage,,Single Family,Row / Townhouse,2,1000 - 1199 sqft,Dovercourt-Wallace Emerson-Junction,Condominium/Strata,"$3,032 (CAD)",Underground,3 days,3,2,,"Dishwasher, Dryer, Range, Refrigerator, Stove",In suite Laundry,,Central air conditioning,Forced air (Natural gas),"Stone, Stucco",Pet Restrictions,$609.71 (CAD) Monthly,"Water, Insurance, Common Area Maintenance",Duka Property Management,2,,,Laminate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,099,000","34 PLEASANT VIEW DRIVEToronto (Pleasant View), Ontario M2J3P8",C10430385,REAL ESTATE HOMEWARD,Brokerage,"1858 QUEEN STREET E.TORONTO, Ontario M4L1H1",Single Family,House,1,,Pleasant View,Freehold,"$6,094.26 (CAD)",Attached Garage,3 days,3,4,1,"Water Heater, Dryer, Refrigerator, Two stoves, Washer",,Fireplace(s),Central air conditioning,Forced air (Natural gas),Brick,Community Centre,,,,6,,1,"Hardwood, Ceramic, Parquet",,50.08 x 122.77 FT|under 1/2 acre,Separate entrance,N/A (Finished),Detached,Bungalow,,,1,Sanitary sewer,Municipal water,"Park, Place of Worship, Public Transit, Schools",,50 ft,"122 ft ,9 in",Block,,,,,,,,,,,,,,,,,,,,,,,,
"$1,752,400","301 - 3 SOUTHVALE DRIVEToronto (Leaside), Ontario M4G1G1",C10430399,BRIDLEPATH PROGRESSIVE REAL ESTATE INC.,Brokerage,"678A SHEPPARD AVE ETORONTO, Ontario M2K3E7",Single Family,Apartment,,1200 - 1399 sqft,Leaside,Condominium/Strata,"$8,484.81 (CAD)",Underground,3 days,2,2,,Cooktop,"Balcony, In suite Laundry",Storage - Locker,Central air conditioning,Forced air (Natural gas),Brick,Pet Restrictions,"$1,497.16 (CAD) Monthly","Heat, Insurance, Common Area Maintenance, Water",Canlight Management,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,999,000","215 RIDLEY BOULEVARDToronto (Bedford Park-Nortown), Ontario M5M3M5",C10430403,UPPERSIDE REAL ESTATE LIMITED,Brokerage,"7900 BATHURST ST #106THORNHILL, Ontario L4J0B8",Single Family,House,1,,Bedford Park-Nortown,Freehold,"$8,111.38 (CAD)",Attached Garage,3 days,2,2,,"Oven - Built-In, Water Heater",,,Central air conditioning,Forced air (Natural gas),"Brick, Stone",Community Centre,,,,5,,2,Hardwood,,41.21 x 175.92 FT ; See Geowarehouse,,N/A (Finished),Detached,Bungalow,,,1,Sanitary sewer,Municipal water,"Park, Place of Worship, Public Transit",,"41 ft ,2 in","175 ft ,11 in",Concrete,,Residential,,,,,,,,,,,,,,,,,,,,,,
"$2,798,888","303 RIDLEY BOULEVARDToronto (Lansing-Westgate), Ontario M3H1K8",C10430400,SUTTON GROUP OLD MILL REALTY INC.,Brokerage,"74 JUTLAND RD #40TORONTO, Ontario M8Z0G7",Single Family,House,2,,Lansing-Westgate,Freehold,"$7,138.59 (CAD)",Garage,3 days,4,6,2,"Dishwasher, Dryer, Hood Fan, Microwave, Oven, Refrigerator, Stove, Washer, Water Heater",Sump Pump,,Central air conditioning,Forced air (Natural gas),"Stone, Stucco",,,,,3,,1,,,42.5 x 145 FT,Walk out,N/A (Finished),Detached,,,,,Sanitary sewer,Municipal water,,,"42 ft ,6 in",145 ft,Concrete,,,,,,,,,,,,,,,,,,,,,,,,
"$2,750,000","PH1 - 99 AVENUE ROADToronto (Annex), Ontario M5R2G5",C10430423,FOREST HILL REAL ESTATE INC.,Brokerage,"9001 DUFFERIN ST UNIT A9THORNHILL, Ontario L4J0H7",Single Family,Apartment,,1800 - 1999 sqft,Annex,Condominium/Strata,"$8,676.46 (CAD)",Underground,3 days,3,3,,,Balcony,"Security/Concierge, Exercise Centre, Party Room, Sauna, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,"$2,431.70 (CAD) Monthly","Common Area Maintenance, Insurance",DEL PROPERTY MANAGEMENT,1,,1,Hardwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$398,000","602 - 10 WILLISON SQUAREToronto (Kensington-Chinatown), Ontario M5T0A8",C10430426,HOMELIFE NEW WORLD REALTY INC.,Brokerage,"201 CONSUMERS RD., STE. 205TORONTO, Ontario M2J4G8",Single Family,Apartment,,,Kensington-Chinatown,Condominium/Strata,"$2,045.70 (CAD)",,3 days,,1,,"Dishwasher, Dryer, Refrigerator, Stove, Washer",In suite Laundry,"Security/Concierge, Exercise Centre, Party Room, Visitor Parking",Central air conditioning,Forced air (Natural gas),Concrete,"Pet Restrictions, Community Centre",$315.16 (CAD) Monthly,"Heat, Water, Insurance",Kung Property Management 416-293-8978,0,,,,,,,,,,,,,,,"Hospital, Park, Public Transit",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$499,888","1405 - 2721 VICTORIA PARK AVENUEToronto (L'Amoreaux), Ontario M1T3N6",E10430428,HOMELIFE/BAYVIEW REALTY INC.,Brokerage,"505 HWY 7 SUITE 201THORNHILL, Ontario L3T7T1",Single Family,Apartment,,1000 - 1199 sqft,L'Amoreaux,Condominium/Strata,"$1,579.07 (CAD)",Underground,3 days,2,2,1,,"Wheelchair access, Balcony, Carpet Free","Exercise Centre, Party Room, Visitor Parking, Storage - Locker",Central air conditioning,Forced air (Natural gas),Brick,Pet Restrictions,$925.92 (CAD) Monthly,"Heat, Electricity, Water, Cable TV, Common Area Maintenance, Insurance, Parking",Royal Grande Property Management 416-945-7902,1,View,,"Tile, Laminate",,,,,,,,,,,,"Hospital, Public Transit, Place of Worship, Park",,,,,,"UNIT 5,LEVEL13, LOT 7 PLAN 3388 CONT'D",Outdoor pool,,,,,,,,,,,,,,,,,,,,,
"$1,299,000","76 LOBO MEWSToronto (Islington-City Centre West), Ontario M8Z0B1",W10430413,ROYAL LEPAGE SIGNATURE REALTY,Brokerage,"8 SAMPSON MEWS SUITE 201 THE SHOPS AT DON MILLSTORONTO, Ontario M3C0H5",Single Family,Row / Townhouse,3,,Islington-City Centre West,Freehold,"$5,436.19 (CAD)",Garage,3 days,3,3,1,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer",,,Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Community Centre,$249.89 (CAD) Monthly,Parcel of Tied Land,,2,,,"Tile, Hardwood",,14.5 x 61.1 FT,,,Attached,,,,,Sanitary sewer,Municipal water,"Park, Public Transit, Schools",,"14 ft ,6 in","61 ft ,1 in",Unknown,"Cable (Available), Sewer (Available)",,,,,,,,,,,,,,,,,,,,,,,
"$899,900","5 VANITY CourtToronto, Ontario M3A1W9",40679094,Faris Team Real Estate Brokerage,,"443 Bayview DriveBarrie, Ontario L4N8Y2",Single Family,House,2,1533 sqft,,Freehold,"$4,649 (CAD)",,3 days,3,2,1,"Dishwasher, Dryer, Refrigerator, Stove, Washer",Paved driveway,,Central air conditioning,"Forced air, (Natural gas)",Brick,,,,,3,,,,,under 1/2 acre,,Full (Finished),Semi-detached,2 Level,,Water Heater,,Municipal sewage system,Municipal water,,,38 ft,138 ft,Block,,RM,,,,,TCPD - Parkwoods-Donalda,1959,,,1229 sqft,304 sqft,,,,,,,,,,,,
"$1,299,999","16 COXWELL AvenueToronto, Ontario M4L3A7",40678756,EXP REALTY OF CANADA INC,,"14 30 Eglinton Avenue West Unit 451Mississauga, Ontario L5R0C1",Single Family,House,2,1379 sqft,,Freehold,"$5,458 (CAD)",,3 days,3,3,,"Dishwasher, Refrigerator, Stove, Washer",,,Central air conditioning,"Forced air, (Natural gas)",Brick,High Traffic Area,,,,3,,1,,,under 1/2 acre,,Full (Finished),Detached,2 Level,,,,Municipal sewage system,Municipal water,"Hospital, Schools, Shopping",,29 ft,128 ft,,,R(d1*407),,,,,TEGC - Greenwood-Coxwell,,,0,1379 sqft,,Highway access,,,,,,,,,,,
"$829,900","38 - 55 BRIMWOOD BOULEVARDToronto (Agincourt North), Ontario M1V1E4",E10431067,RE/MAX ROUGE RIVER REALTY LTD.,Brokerage,"1383 WILSON RD UNIT 16OSHAWA, Ontario L1K2Z5",Single Family,Row / Townhouse,2,1400 - 1599 sqft,Agincourt North,Condominium/Strata,"$3,068.50 (CAD)",Attached Garage,3 days,4,3,1,"Dishwasher, Dryer, Garage door opener, Refrigerator, Stove, Washer, Window Coverings",Ravine,Visitor Parking,Central air conditioning,Forced air (Natural gas),"Aluminum siding, Brick",Pet Restrictions,$469 (CAD) Monthly,"Water, Common Area Maintenance, Insurance, Parking",Eastway Property Management,2,,,"Laminate, Carpeted, Parquet",,,,N/A (Finished),,,,,,,,"Park, Public Transit, Schools",,,,,,York Condominium Corporation,Outdoor pool,,,,,,,,,,,,,,,,,,,,,
"$1,039,000","80 JOHN Street Unit# 1603Toronto, Ontario M5V3X4",40679111,"Sotheby's International Realty Canada, Brokerage",,"125 Lakeshore Rd E - Suite 200Oakville, Ontario L6J1H3",Single Family,Apartment,1,1010 sqft,,Condominium,"$1,072.83 (CAD)","Underground, None",3 days,2,2,,,"Southern exposure, Balcony","Exercise Centre, Guest Suite, Party Room",Central air conditioning,Forced air,"Concrete, Other",,"$1,072.83 (CAD) Monthly","Insurance, Heat, Water, Parking",,1,City view,,,,Unknown,,None,Attached,,,Other,,Municipal sewage system,Municipal water,"Public Transit, Shopping",,,,,,I2 D7,,,,,TCW1 - Waterfront Communities C1,2014,Locker,,1010 sqft,,Highway access,,,,"Concrete block, Concrete Walls",,,,,,,
"$2,449,000","302 WINONA DRIVEToronto (Humewood-Cedarvale), Ontario M6C3S9",C10430452,SUTTON GROUP-ASSOCIATES REALTY INC.,Brokerage,"358 DAVENPORT ROADTORONTO, Ontario M5R1K6",Single Family,House,2,,Humewood-Cedarvale,Freehold,"$10,600.50 (CAD)",,3 days,4,4,1,"Central Vacuum, Dishwasher, Dryer, Hood Fan, Microwave, Refrigerator, Stove, Washer, Window Coverings, Wine Fridge",Sump Pump,Fireplace(s),Central air conditioning,Forced air (Natural gas),Brick,,,,,4,,1,"Tile, Carpeted, Hardwood",Shed,31 x 257.16 FT ; as per MPAC,,Full (Finished),Detached,,,,,Sanitary sewer,Municipal water,"Public Transit, Park",,31 ft,"257 ft ,1 in",Unknown,,,,,,,,,,,,,,,,,,,,,,,,
"$609,000","2105 - 33 MILL STREETToronto (Waterfront Communities), Ontario M5A3R3",C10430453,RE/MAX ALL-STARS REALTY INC.,Brokerage,"5071 HIGHWAY 7 EAST #5UNIONVILLE, Ontario L3R1N3",Single Family,Apartment,,500 - 599 sqft,Waterfront Communities C8,Condominium/Strata,"$2,682.34 (CAD)",Underground,3 days,1,1,,"Dishwasher, Dryer, Refrigerator, Stove, Washer, Window Coverings","Balcony, Carpet Free","Security/Concierge, Exercise Centre, Party Room, Visitor Parking",Central air conditioning,Forced air (Natural gas),"Concrete, Brick",Pet Restrictions,$516.16 (CAD) Monthly,"Heat, Water, Common Area Maintenance, Insurance",Dash Prop. Mngmnt,1,"View, View of water, City view",1,Laminate,,,,,,,,,,,,"Park, Public Transit, Schools",,,,,,,,,,Lake/Pond,,,,,,,,,,,,,,,,,,
"$589,000","611 - 6 PARKWOOD AVENUEToronto (Casa Loma), Ontario M4V0A3",C10430465,RE/MAX HALLMARK REALTY LTD.,Brokerage,"170 MERTON STTORONTO, Ontario M4S1A1",Single Family,Apartment,,500 - 599 sqft,Casa Loma,Condominium/Strata,"$3,090.05 (CAD)",Underground,3 days,1,1,,"Dishwasher, Dryer, Microwave, Refrigerator, Stove, Whirlpool","Balcony, Carpet Free","Exercise Centre, Party Room, Storage - Locker",Central air conditioning,Forced air (Natural gas),Concrete,Pet Restrictions,$629.78 (CAD) Monthly,Parking,First Service Residential,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$1,359,000","203 - 265 POPLAR PLAINS ROADToronto (Casa Loma), Ontario M4V2N9",C10430468,ROYAL LEPAGE/J & D DIVISION,Brokerage,"477 MT. PLEASANT ROADTORONTO, Ontario M4S2L9",Single Family,Apartment,2,1600 - 1799 sqft,Casa Loma,Condominium/Strata,"$5,457.65 (CAD)",Underground,3 days,2,2,,"Dishwasher, Dryer, Hood Fan, Microwave, Range, Refrigerator, Washer, Window Coverings",Carpet Free,"Visitor Parking, Fireplace(s), Storage - Locker",Central air conditioning,Radiant heat (Electric),Brick,"Pet Restrictions, Community Centre","$1,482 (CAD) Monthly","Water, Common Area Maintenance, Parking, Insurance",TSE Management Services,1,,,Hardwood,Patio(s),,,,,,,,1,,,"Place of Worship, Public Transit, Schools, Park",Fenced yard,,,,,,,,Landscaped,,,,,,,,,,,,,,,,,,,
