link,strikethrough_price,sold_price,property_type,address,date,lat,long
/on/etobicoke-real-estate/306-380-dixon-rd/home/VgAaOyLnAWP3GxMb/,"$91,900","$87,000",Condo Apt,"306 - 380 Dixon Rd , Etobicoke - Kingsview Village-The Westway",2010-12-18,43.6949961,-79.5567885
/on/etobicoke-real-estate/1208-625-the-west-mall/home/xmZRW7nrOqg7EBO9/,"$149,900","$148,000",Condo Apt,"1208 - 625 The West Mall , Etobicoke - Eringate-Centennial-West Deane",2010-12-18,43.6552669,-79.5707826
/on/etobicoke-real-estate/6-skelton-st/home/r56k97wJW9QyKRjD/,"$374,900","$374,900",Freehold Townhouse,"6 Skelton St , Etobicoke - Mimico",2010-12-18,43.61957760000001,-79.4910453
/on/etobicoke-real-estate/114-2111-lake-shore-blvd-w/home/xmZRW7nW1qP3EBO9/,"$295,900","$280,000",Condo Apt,"114 - 2111 Lake Shore Blvd W , Etobicoke - Mimico",2010-12-18,43.6289912,-79.47756319999999
/on/etobicoke-real-estate/410-1040-the-queensway-ave/home/a6zqW7d1bbV35eZE/,"$359,900","$350,000",Condo Apt,"410 - 1040 The Queensway Ave , Etobicoke - Islington-City Centre West",2010-12-17,43.6235679,-79.516016
/on/etobicoke-real-estate/323-2121-lake-shore-blvd-w/home/L4KAX7ND2zqYeRPJ/,"$312,900","$305,000",Condo Apt,"323 - 2121 Lake Shore Blvd W , Etobicoke - Mimico",2010-12-17,43.6274463,-79.4783731
/on/etobicoke-real-estate/92-twenty-fourth-st/home/EeVbOYEBExOyx2P0/,"$670,000","$652,000",Multiplex,"92 Twenty Fourth St , Etobicoke - Long Branch",2010-12-17,43.6006639,-79.5243153
/on/etobicoke-real-estate/82-6429-finch-ave-w/home/ZNkKJ3JXndNyd4V6/,"$199,000","$197,500",Condo Townhouse,"82 - 6429 Finch Ave , Etobicoke - Mount Olive-Silverstone-Jamestown",2010-12-17,43.7398727,-79.5892282
/on/etobicoke-real-estate/310-martin-grove-rd/home/obqB176D9pBYZajD/,"$749,900","$718,000",Detached,"310 Martin Grove Rd , Etobicoke - Eringate-Centennial-West Deane",2010-12-16,43.6574514,-79.5559317
/on/etobicoke-real-estate/1008-1403-royal-york-rd-n/home/a6zqW7dr9kMY5eZE/,"$347,900","$330,000",Condo Apt,"1008 - 1403 Royal York Rd N , Etobicoke - Willowridge-Martingrove-Richview",2010-12-16,43.6830016,-79.5257434
/on/etobicoke-real-estate/24-mitre-pl/home/gaQmD7zkVrM3J9Bo/,"$569,800","$554,000",Detached,"24 Mitre Pl , Etobicoke - Kingsview Village-The Westway",2010-12-16,43.6879496,-79.552595
/on/etobicoke-real-estate/210-3085-bloor-st-w/home/EeVbOYEB8kVyx2P0/,"$519,000","$515,000",Condo Apt,"210 - 3085 Bloor St W , Etobicoke - Stonegate-Queensway",2010-12-16,43.6463224,-79.514715
/on/etobicoke-real-estate/2504-1-palace-pier-crt/home/510QqyprLL23LGlV/,"$319,000","$290,000",Condo Apt,"2504 - 1 Palace Pier Crt , Etobicoke - Mimico",2010-12-16,43.6316252,-79.47271789999999
/on/etobicoke-real-estate/201-350-mill-rd/home/L5VXv3lGj8N7j2q8/,"$269,900","$260,000",Condo Apt,"201 - 350 Mill Rd , Etobicoke - Eringate-Centennial-West Deane",2010-12-16,43.6404631,-79.585895
/on/etobicoke-real-estate/2006-716-the-west-mall-dr/home/MB5bO3xxkPd3kWVP/,"$159,900","$153,000",Condo Apt,"2006 - 716 The West Mall , Etobicoke - Eringate-Centennial-West Deane",2010-12-15,43.656473,-79.5701414
/on/etobicoke-real-estate/26-shortland-cres/home/oK8OgYBoZG5yJmG2/,"$699,900","$675,000",Detached,"26 Shortland Cres , Etobicoke - Willowridge-Martingrove-Richview",2010-12-15,43.68419650000001,-79.5458209
/on/etobicoke-real-estate/40-green-lanes/home/damgL7A8g05yZ1MW/,"$499,900","$492,500",Semi-Detached,"40 Green Lanes , Etobicoke - Islington-City Centre West",2010-12-15,43.64206,-79.52502609999999
/on/etobicoke-real-estate/2453-25-viking-lane/home/BDO1w3WrjR678Jg0/,"$369,000","$365,000",Condo Apt,"2453 - 25 Viking Lane , Etobicoke - Islington-City Centre West",2010-12-15,43.6383246,-79.53595299999999
/on/etobicoke-real-estate/27-moynes-ave/home/zVwod7vW2WM35mGN/,"$759,000","$752,000",Detached,"27 Moynes Ave , Etobicoke - Stonegate-Queensway",2010-12-15,43.62882570000001,-79.49897039999999
/on/etobicoke-real-estate/2-rhinestone-dr/home/ZNkKJ3Jn4bG3d4V6/,"$479,000","$468,500",Detached,"2 Rhinestone Dr , Etobicoke - Eringate-Centennial-West Deane",2010-12-15,43.6586062,-79.5727941
/on/etobicoke-real-estate/ph1-234-albion-rd/home/gJRv53KbpWP7VPW4/,"$79,900","$73,000",Condo Apt,"Ph1 - 234 Albion Rd , Etobicoke - Elms-Old Rexdale",2010-12-15,43.7211803,-79.5443161
/on/etobicoke-real-estate/33-moncrieff-dr/home/VaD6p78m8W03wRQr/,"$359,000","$335,000",Detached,"33 Moncrieff Dr , Etobicoke - Rexdale-Kipling",2010-12-15,43.7224238,-79.5685608
/on/etobicoke-real-estate/1511-61-richview-rd/home/b1DBW7RN0nR7qlAp/,"$259,900","$245,000",Condo Apt,"1511 - 61 Richview Rd , Etobicoke - Humber Heights",2010-12-15,43.684081,-79.5167385
/on/etobicoke-real-estate/70-castlebar-rd/home/VgAaOyLnJzN3GxMb/,"$429,900","$420,000",Detached,"70 Castlebar Rd , Etobicoke - Stonegate-Queensway",2010-12-15,43.6311892,-79.5132909
/on/etobicoke-real-estate/1365-islington-ave/home/PXRla7gKEj97jEvL/,"$609,800","$583,000",Detached,"1365 Islington Ave , Etobicoke - Edenbridge-Humber Valley",2010-12-14,43.6539681,-79.5272143
/on/etobicoke-real-estate/40-frances-ave/home/b1DBW7RBZGk7qlAp/,"$799,000","$785,000",Detached,"40 Frances Ave , Etobicoke - Stonegate-Queensway",2010-12-14,43.630901,-79.4900192
/on/etobicoke-real-estate/305-200-manitoba-st/home/zVwod7vXzQjY5mGN/,"$295,000","$284,000",Condo Apt,"305 - 200 Manitoba St , Etobicoke - Mimico",2010-12-14,43.6244555,-79.4910182
/on/etobicoke-real-estate/699-scarlett-rd/home/MB5bO3xqGepYkWVP/,"$339,000","$329,000",Detached,"699 Scarlett Rd , Etobicoke - Humber Heights",2010-12-14,43.69526339999999,-79.5195293
/on/etobicoke-real-estate/5-clueson-park/home/kbEDRYaLpaO31VaB/,"$748,800","$733,000",Detached,"5 Clueson Park , Etobicoke - Stonegate-Queensway",2010-12-13,43.6355954,-79.5013216
/on/etobicoke-real-estate/45-minglehaze-dr/home/0Zaw5YoG2lmYn961/,"$444,900","$427,500",Detached,"45 Minglehaze Dr , Etobicoke - Mount Olive-Silverstone-Jamestown",2010-12-13,43.7583916,-79.59911939999999
/on/etobicoke-real-estate/79a-daisy-ave/home/oK8OgYBWElzyJmG2/,"$589,000","$559,000",Duplex,"79A Daisy Ave , Etobicoke - Long Branch",2010-12-13,43.5972247,-79.5283516
/on/etobicoke-real-estate/1609-236-albion-rd/home/NAKv53DaP6EYMnxB/,"$69,900","$64,100",Condo Apt,"1609 - 236 Albion Rd , Etobicoke - Elms-Old Rexdale",2010-12-13,43.7219633,-79.54401899999999
/on/etobicoke-real-estate/902-3845-lakeshore-blvd-w/home/510QqypE2dm7LGlV/,"$249,000","$238,000",Condo Apt,"902 - 3845 Lakeshore Blvd W , Etobicoke - Long Branch",2010-12-13,43.5906111,-79.544298
/on/etobicoke-real-estate/533-200-manitoba-st/home/jJKdOYr56LZ354lW/,"$249,900","$238,007",Condo Apt,"533 - 200 Manitoba St , Etobicoke - Mimico",2010-12-13,43.6244555,-79.4910182
/on/etobicoke-real-estate/12-paulart-dr/home/b1DBW7RnzMQ7qlAp/,"$425,000","$455,000",Detached,"12 Paulart Dr , Etobicoke - Islington-City Centre West",2010-12-13,43.63170059999999,-79.54740989999999
/on/etobicoke-real-estate/36-upper-humber-dr-e/home/a6zqW7dr2qeY5eZE/,"$529,900","$495,000",Detached,"36 Upper Humber Dr , Etobicoke - West Humber-Clairville",2010-12-13,43.7279104,-79.6240035
/on/etobicoke-real-estate/1-dashwood-cres/home/weQp5yOlK8v7d0ZE/,"$419,000","$405,000",Detached,"1 Dashwood Cres , Etobicoke - Thistletown-Beaumonde Heights",2010-12-12,43.7408373,-79.55486820000002
/on/etobicoke-real-estate/305-245-dalesford-rd/home/xmZRW7nrnb97EBO9/,"$329,000","$322,500",Condo Apt,"305 - 245 Dalesford Rd , Etobicoke - Stonegate-Queensway",2010-12-12,43.6261584,-79.49085699999999
/on/etobicoke-real-estate/42-franca-cres/home/2Z5BX329Www7Dar0/,"$315,000","$315,000",Detached,"42 Franca Cres , Etobicoke - Mount Olive-Silverstone-Jamestown",2010-12-12,43.7576602,-79.5951742
/on/etobicoke-real-estate/604-7-michael-power-pl/home/owJKR7P1GDD3XeLP/,"$249,900","$245,000",Condo Apt,"604 - 7 Michael Power Pl , Etobicoke - Islington-City Centre West",2010-12-11,43.6445123,-79.52937969999999
/on/etobicoke-real-estate/123-700-humberwood-blvd/home/knbq6y1J9LP7o9DA/,"$240,000","$235,000",Condo Apt,"123 - 700 Humberwood Blvd , Etobicoke - West Humber-Clairville",2010-12-11,43.7247099,-79.6166527
/on/etobicoke-real-estate/1406-15-la-rose-ave/home/BDO1w3WN0Ld78Jg0/,"$257,700","$250,000",Condo Apt,"1406 - 15 La Rose Ave , Etobicoke - Humber Heights",2010-12-11,43.68634,-79.51419
/on/etobicoke-real-estate/6-kittiwake-ave/home/RdXze3erAGLY8m9K/,"$345,000","$340,000",Semi-Detached,"6 Kittiwake Ave , Etobicoke - West Humber-Clairville",2010-12-11,43.7350572,-79.5955704
/on/etobicoke-real-estate/31-shires-lane/home/weQp5yOJrdvYd0ZE/,"$629,900","$623,000",Freehold Townhouse,"31 Shires Lane , Etobicoke - Islington-City Centre West",2010-12-11,43.6408703,-79.528655
/on/etobicoke-real-estate/206-14-neilson-dr/home/ZEXrx30rxAnyOklN/,"$229,900","$222,000",Condo Apt,"206 - 14 Neilson Dr , Etobicoke - Markland Wood",2010-12-11,43.6281045,-79.5632645
/on/etobicoke-real-estate/2103-370-dixon-rd/home/BXeEn7XAK0D3rPo8/,"$90,000","$72,000",Condo Apt,"2103 - 370 Dixon Rd , Etobicoke - Kingsview Village-The Westway",2010-12-11,43.69595169999999,-79.5561523
/on/etobicoke-real-estate/1712-185-legion-rd-n/home/xmZRW7nGaZ13EBO9/,"$315,000","$305,000",Condo Apt,"1712 - 185 Legion Rd N , Etobicoke - Mimico",2010-12-11,43.6246597,-79.4881868
/on/etobicoke-real-estate/8-norbrook-cres/home/gaQmD7zkeWZ3J9Bo/,"$309,000","$291,000",Detached,"8 Norbrook Cres , Etobicoke - West Humber-Clairville",2010-12-10,43.7321311,-79.6004395
/on/etobicoke-real-estate/42-sunnylea-ave-e/home/JjAXw7Q9Wmk7QOzg/,"$799,000","$760,000",Detached,"42 Sunnylea Ave E , Etobicoke - Stonegate-Queensway",2010-12-10,43.6431805,-79.4986823
/on/etobicoke-real-estate/82-allanbrooke-dr/home/0J6Em7bxEBLYXBeq/,"$629,000","$629,000",Detached,"82 Allanbrooke Dr , Etobicoke - Kingsway South",2010-12-10,43.6542562,-79.520732
/on/etobicoke-real-estate/1101-2287-lake-shore-blvd-w/home/2Z5BX32eEX87Dar0/,"$489,000","$500,000",Condo Apt,"1101 - 2287 Lake Shore Blvd W , Etobicoke - Mimico",2010-12-10,43.6190086,-79.4847709
/on/etobicoke-real-estate/34-skelton-st/home/EeVbOYE05wr3x2P0/,"$369,900","$365,000",Freehold Townhouse,"34 Skelton St , Etobicoke - Mimico",2010-12-10,43.6189204,-79.4905893
/on/etobicoke-real-estate/43-avening-dr/home/ZNkKJ3JnJZN3d4V6/,"$298,900","$245,000",Detached,"43 Avening Dr , Etobicoke - West Humber-Clairville",2010-12-10,43.7381374,-79.5990035
/on/etobicoke-real-estate/1018-700-humberwood-blvd/home/ZNkKJ3JaZJe7d4V6/,"$254,900","$251,000",Condo Apt,"1018 - 700 Humberwood Blvd , Etobicoke - West Humber-Clairville",2010-12-10,43.7247099,-79.6166527
/on/etobicoke-real-estate/2312-340-dixon-rd/home/0MWBVyZKQOK7Kemj/,"$55,000","$50,000",Condo Apt,"2312 - 340 Dixon Rd , Etobicoke - Kingsview Village-The Westway",2010-12-10,43.6960392,-79.55411959999999
/on/etobicoke-real-estate/p2-19-2119-lake-shore-blvd-w/home/JjAXw7QQkea7QOzg/,"$17,500","$17,500",Other,"P2 19 - 2119 Lake Shore Blvd W , Etobicoke - Mimico",2010-12-10,43.6279574,-79.4782553
/on/etobicoke-real-estate/157-princess-margaret-blvd/home/0MWBVyZL6XJ3Kemj/,"$525,000","$500,000",Detached,"157 Princess Margaret Blvd , Etobicoke - Princess-Rosethorn",2010-12-10,43.6658756,-79.5554002
/on/etobicoke-real-estate/906-420-mill-rd/home/gJRv53Kq1QRyVPW4/,"$208,000","$205,500",Condo Apt,"906 - 420 Mill Rd , Etobicoke - Eringate-Centennial-West Deane",2010-12-10,43.6441185,-79.5888739
/on/etobicoke-real-estate/1501-380-dixon-rd/home/damgL7Al6nEyZ1MW/,"$112,000","$96,000",Condo Apt,"1501 - 380 Dixon Rd , Etobicoke - Kingsview Village-The Westway",2010-12-09,43.6949961,-79.5567885
/on/etobicoke-real-estate/32-seventeenth-st-w/home/jJKdOYrrdDbY54lW/,"$289,000","$275,000",Detached,"32 Seventeenth St , Etobicoke - New Toronto",2010-12-09,43.5997569,-79.5168342
/on/etobicoke-real-estate/16-billingham-rd/home/BGMnKYqLw613w1Qr/,"$500,000","$490,000",Detached,"16 Billingham Rd , Etobicoke - Islington-City Centre West",2010-12-09,43.6319874,-79.5501729
/on/etobicoke-real-estate/1502-5-michael-power-pl/home/b1DBW7Rr0LL7qlAp/,"$279,000","$273,000",Condo Apt,"1502 - 5 Michael Power Pl , Etobicoke - Islington-City Centre West",2010-12-09,43.6448314,-79.52932910000001
/on/etobicoke-real-estate/422-58-marine-parade-dr/home/6VLaGyG0NVJ7W1ZD/,"$204,900","$197,000",Condo Apt,"422 - 58 Marine Parade Dr , Etobicoke - Mimico",2010-12-09,43.6189509,-79.4830029
/on/etobicoke-real-estate/2008-10-markbrook-lane/home/2Z5BX32eDv87Dar0/,"$172,800","$170,000",Condo Apt,"2008 - 10 Markbrook Lane , Etobicoke - Mount Olive-Silverstone-Jamestown",2010-12-09,43.7590098,-79.58856879999999
/on/etobicoke-real-estate/1511-21-markbrook-lane/home/JjAXw7Ql25myQOzg/,"$169,900","$164,000",Condo Apt,"1511 - 21 Markbrook Lane , Etobicoke - Mount Olive-Silverstone-Jamestown",2010-12-09,43.7587292,-79.5875627
/on/etobicoke-real-estate/1616-370-dixon-rd/home/JjAXw7Q9VGz7QOzg/,"$119,900","$119,500",Condo Apt,"1616 - 370 Dixon Rd , Etobicoke - Kingsview Village-The Westway",2010-12-08,43.69595169999999,-79.5561523
/on/etobicoke-real-estate/64-hinton-rd/home/x9w8o3mGNBJyGKjm/,"$339,900","$323,000",Detached,"64 Hinton Rd , Etobicoke - Rexdale-Kipling",2010-12-08,43.7267458,-79.5706192
/on/etobicoke-real-estate/3-springbrook-gardens/home/510QqyprEm83LGlV/,"$589,000","$560,000",Detached,"3 Springbrook Gardens , Etobicoke - Stonegate-Queensway",2010-12-08,43.6406658,-79.52100779999999
/on/etobicoke-real-estate/117-5-rowntree-rd/home/kbEDRYan6Dby1VaB/,"$142,000","$137,500",Condo Apt,"117 - 5 Rowntree Rd , Etobicoke - Mount Olive-Silverstone-Jamestown",2010-12-08,43.7494792,-79.5807578
/on/etobicoke-real-estate/70-shendale-dr/home/BGMnKYqN1XKyw1Qr/,"$389,900","$380,000",Detached,"70 Shendale Dr , Etobicoke - Elms-Old Rexdale",2010-12-08,43.7208054,-79.55371679999999
/on/etobicoke-real-estate/122-silverhill-dr/home/oK8OgYBoMb6yJmG2/,"$450,000","$430,000",Detached,"122 Silverhill Dr , Etobicoke - Islington-City Centre West",2010-12-08,43.631729,-79.5500684
/on/etobicoke-real-estate/2306-2010-islington-ave/home/r56k97wOQaG7KRjD/,"$575,000","$569,001",Condo Apt,"2306 - 2010 Islington Ave , Etobicoke - Kingsview Village-The Westway",2010-12-08,43.6982931,-79.5478787
/on/etobicoke-real-estate/3-beaverdale-rd/home/weQp5yO8kqJ7d0ZE/,"$749,000","$720,000",Freehold Townhouse,"3 Beaverdale Rd , Etobicoke - Stonegate-Queensway",2010-12-08,43.6273889,-79.4928899
/on/etobicoke-real-estate/89-wesley-st/home/RdXze3erp9LY8m9K/,"$515,000","$503,500",Freehold Townhouse,"89 Wesley St , Etobicoke - Stonegate-Queensway",2010-12-08,43.62434280000001,-79.4981688
/on/etobicoke-real-estate/707-238-albion-rd/home/0J6Em7brJVG7XBeq/,"$125,999","$120,000",Condo Apt,"707 - 238 Albion Rd , Etobicoke - Elms-Old Rexdale",2010-12-08,43.7230703,-79.543658
/on/etobicoke-real-estate/412-17-michael-power-pl/home/xmZRW7nrRoJ7EBO9/,"$319,900","$295,000",Condo Apt,"412 - 17 Michael Power Pl , Etobicoke - Islington-City Centre West",2010-12-07,43.6454798,-79.5303831
/on/etobicoke-real-estate/1811-235-sherway-rd-e/home/kbEDRYaDZ631VaBj/,"$289,000","$284,000",Condo Apt,"1811 - 235 Sherway Gardens Rd , Etobicoke - Islington-City Centre West",2010-12-07,43.6092606,-79.55899269999999
/on/etobicoke-real-estate/70-wendover-rd/home/BDO1w3WNbMj78Jg0/,"$1,995,000","$2,300,000",Detached,"70 Wendover Rd , Etobicoke - Kingsway South",2010-12-07,43.6521064,-79.5086992
/on/etobicoke-real-estate/413-kipling-ave/home/ZEXrx308qrn3OklN/,"$499,900","$430,000",Vacant Land,"413 Kipling Ave , Etobicoke - New Toronto",2010-12-07,43.6035185,-79.51874839999999
/on/etobicoke-real-estate/912-10-markbrook-lane/home/510Qqyprkp13LGlV/,"$162,500","$160,500",Condo Apt,"912 - 10 Markbrook Lane , Etobicoke - Mount Olive-Silverstone-Jamestown",2010-12-07,43.7590098,-79.58856879999999
/on/etobicoke-real-estate/172-redgrave-dr/home/DnM697k4z1Q3bmwe/,"$427,700","$410,000",Detached,"172 Redgrave Dr , Etobicoke - Willowridge-Martingrove-Richview",2010-12-07,43.67746229999999,-79.5683924
/on/etobicoke-real-estate/1704-2045-lake-shore-blvd-w/home/ZNkKJ3Jam4z7d4V6/,"$455,000","$452,000",Condo Apt,"1704 - 2045 Lake Shore Blvd W , Etobicoke - Mimico",2010-12-07,43.6313539,-79.4746095
/on/etobicoke-real-estate/1-dixon-rd/home/owJKR7PadeD3XeLP/,"$418,888","$410,000",Detached,"1 Dixon Rd , Etobicoke - Humber Heights",2010-12-07,43.7009508,-79.5272493
/on/etobicoke-real-estate/1415-475-the-west-mall/home/a6zqW7dr0lvY5eZE/,"$209,900","$190,000",Condo Apt,"1415 - 475 The West Mall , Etobicoke - Etobicoke West Mall",2010-12-07,43.6477854,-79.5666294
/on/etobicoke-real-estate/114-kingsview-blvd/home/VaD6p78kWzVywRQr/,"$404,900","$390,000",Detached,"114 Kingsview Blvd , Etobicoke - Kingsview Village-The Westway",2010-12-07,43.6969646,-79.5627945
/on/etobicoke-real-estate/109-250-manitoba-st/home/MB5bO3xqXxlYkWVP/,"$259,900","$248,000",Condo Apt,"109 - 250 Manitoba St , Etobicoke - Mimico",2010-12-07,43.6246534,-79.48985619999999
/on/etobicoke-real-estate/3-duntroon-cres/home/x9w8o3mGqLXyGKjm/,"$339,900","$333,000",Detached,"3 Duntroon Cres , Etobicoke - West Humber-Clairville",2010-12-07,43.7389579,-79.5991839
/on/etobicoke-real-estate/67-ruby-lang-lane/home/jJKdOYr0GoB754lW/,"$599,900","$575,000",Freehold Townhouse,"67 Ruby Lang Lane , Etobicoke - Mimico",2010-12-07,43.62029099999999,-79.50781769999999
/on/etobicoke-real-estate/708-812-burnhamthorpe-rd/home/knbq6y1J4NP7o9DA/,"$228,000","$217,000",Condo Apt,"708 - 812 Burnhamthorpe Rd , Etobicoke - Markland Wood",2010-12-07,43.63979579999999,-79.5816917
/on/etobicoke-real-estate/265-1601-albion-rd/home/oK8OgYBoWXdyJmG2/,"$185,000","$176,000",Condo Townhouse,"265 - 1601 Albion Rd , Etobicoke - Mount Olive-Silverstone-Jamestown",2010-12-06,43.7407203,-79.5921707
/on/etobicoke-real-estate/71-ruby-lang-lane/home/r56k97wOn967KRjD/,"$608,800","$608,800",Freehold Townhouse,"71 Ruby Lang Lane , Etobicoke - Mimico",2010-12-06,43.620344,-79.50790980000001
/on/etobicoke-real-estate/856-30-tandridge-cres/home/obqB176zoJK7ZajD/,"$127,900","$125,000",Condo Townhouse,"856 - 30 Tandridge Cres , Etobicoke - Elms-Old Rexdale",2010-12-06,43.730232,-79.547797
/on/etobicoke-real-estate/155-inverdon-rd/home/x9w8o3m5POo3GKjm/,"$389,900","$380,000",Detached,"155 Inverdon Rd , Etobicoke - Eringate-Centennial-West Deane",2010-12-06,43.66921989999999,-79.57557589999999
/on/etobicoke-real-estate/1095-royal-york-rd/home/5xLkv3VX1JOyDBNr/,"$599,000","$578,000",Detached,"1095 Royal York Rd , Etobicoke - Kingsway South",2010-12-06,43.6564752,-79.51499129999999
/on/etobicoke-real-estate/703-820-burnhamthorpe-rd/home/b1DBW7RRvJd7qlAp/,"$246,000","$238,000",Condo Apt,"703 - 820 Burnhamthorpe Rd , Etobicoke - Markland Wood",2010-12-06,43.6396483,-79.5829184
/on/etobicoke-real-estate/4-forty-first-st/home/VgAaOyLnJNN3GxMb/,"$409,900","$404,900",Detached,"4 Forty-First St , Etobicoke - Long Branch",2010-12-06,43.5873604,-79.54051729999999
/on/etobicoke-real-estate/1804-2269-lake-shore-blvd-w/home/VgAaOyLNxKz3GxMb/,"$285,000","$269,000",Condo Apt,"1804 - 2269 Lake Shore Blvd W , Etobicoke - Mimico",2010-12-06,43.6196334,-79.48429709999999
/on/etobicoke-real-estate/3-hernshaw-cres/home/PXRla7gK2mG7jEvL/,"$529,500","$515,000",Detached,"3 Hernshaw Cres , Etobicoke - Etobicoke West Mall",2010-12-06,43.6479061,-79.5733066
/on/etobicoke-real-estate/d4-296-mill-rd/home/PXRla7geQjPYjEvL/,"$375,000","$350,000",Condo Apt,"D4 - 296 Mill Rd , Etobicoke - Markland Wood",2010-12-06,43.6377766,-79.58377569999999
/on/etobicoke-real-estate/701-2087-lakeshore-blvd-w/home/xmZRW7nrO5V7EBO9/,"$309,000","$300,000",Condo Apt,"701 - 2087 Lakeshore Blvd , Etobicoke - Mimico",2010-12-06,43.6296586,-79.4773122
/on/etobicoke-real-estate/98-willowridge-rd/home/RdXze3eeP1M38m9K/,"$369,900","$357,000",Semi-Detached,"98 Willowridge Rd , Etobicoke - Willowridge-Martingrove-Richview",2010-12-06,43.6784752,-79.5739546
/on/etobicoke-real-estate/25-wilgar-rd/home/weQp5yOp2qV7d0ZE/,"$1,450,000","$1,485,000",Detached,"25 Wilgar Rd , Etobicoke - Kingsway South",2010-12-06,43.64927770000001,-79.5142248
/on/etobicoke-real-estate/7-formula-crt/home/VgAaOyLK85bYGxMb/,"$469,900","$465,000",Freehold Townhouse,"7 Formula Crt , Etobicoke - Islington-City Centre West",2010-12-05,43.6397749,-79.5574662
/on/etobicoke-real-estate/66-wimbleton-rd/home/damgL7ADJKpyZ1MW/,"$1,198,000","$1,325,000",Detached,"66 Wimbleton Rd , Etobicoke - Edenbridge-Humber Valley",2010-12-05,43.6603601,-79.5241982
/on/etobicoke-real-estate/73-glen-agar-dr/home/EeVbOYE001B3x2P0/,"$524,900","$515,000",Detached,"73 Glen Agar Dr , Etobicoke - Princess-Rosethorn",2010-12-05,43.66544529999999,-79.5552462
/on/etobicoke-real-estate/411-627-the-west-mall/home/a6zqW7dAXvX35eZE/,"$192,000","$185,000",Condo Apt,"411 - 627 The West Mall , Etobicoke - Eringate-Centennial-West Deane",2010-12-05,43.6553643,-79.5702658
/on/etobicoke-real-estate/35-leaves-terr/home/oK8OgYBoJrXyJmG2/,"$699,000","$677,000",Freehold Townhouse,"35 Leaves Terr , Etobicoke - Stonegate-Queensway",2010-12-04,43.6276787,-79.4923122
/on/etobicoke-real-estate/172-fifth-st/home/PXRla7gev2RYjEvL/,"$445,800","$440,000",Detached,"172 Fifth St , Etobicoke - New Toronto",2010-12-04,43.6029122,-79.5039637
/on/etobicoke-real-estate/3009-225-sherway-gardens-rd/home/6VLaGyGPbK07W1ZD/,"$334,000","$325,000",Condo Apt,"3009 - 225 Sherway Gardens Rd , Etobicoke - Islington-City Centre West",2010-12-04,43.6089754,-79.55871499999999
/on/etobicoke-real-estate/29-blackbush-dr/home/gJRv53KbLKo7VPW4/,"$264,900","$282,500",Detached,"29 Blackbush Dr , Etobicoke - Mount Olive-Silverstone-Jamestown",2010-12-04,43.75047319999999,-79.5924658
/on/etobicoke-real-estate/50-ridgevalley-cres/home/ZEXrx308X9p3OklN/,"$2,999,900","$2,390,000",Detached,"50 Ridgevalley Cres , Etobicoke - Edenbridge-Humber Valley",2010-12-03,43.6709558,-79.532907
/on/etobicoke-real-estate/609-200-manitoba-st/home/MB5bO3xGAO67kWVP/,"$308,900","$296,000",Condo Apt,"609 - 200 Manitoba St , Etobicoke - Mimico",2010-12-03,43.6244555,-79.4910182
/on/etobicoke-real-estate/49-manitoba-st/home/0Zaw5YowewlYn961/,"$549,900","$527,000",Detached,"49 Manitoba St , Etobicoke - Mimico",2010-12-03,43.6219176,-79.4980917
/on/etobicoke-real-estate/509-250-manitoba-st/home/02Zpj399gZq3DrK8/,"$399,000","$379,000",Condo Apt,"509 - 250 Manitoba St , Etobicoke - Mimico",2010-12-03,43.6246534,-79.48985619999999
/on/etobicoke-real-estate/36-alcan-ave/home/ZEXrx30KRjp7OklN/,"$597,000","$592,000",Detached,"36 Alcan Ave , Etobicoke - Alderwood",2010-12-03,43.5942549,-79.5456738
/on/etobicoke-real-estate/1419a-700-humberwood-blvd/home/BXeEn7XKGVDyrPo8/,"$234,000","$231,000",Condo Apt,"1419A - 700 Humberwood Blvd , Etobicoke - West Humber-Clairville",2010-12-03,43.7247099,-79.6166527
/on/etobicoke-real-estate/1908-185-legion-rd-n/home/knbq6y1zEnx7o9DA/,"$369,000","$350,000",Condo Apt,"1908 - 185 Legion Rd N , Etobicoke - Mimico",2010-12-03,43.6246597,-79.4881868
/on/etobicoke-real-estate/706-600-rexdale-blvd/home/BGMnKYqNmq6yw1Qr/,"$179,000","$169,000",Condo Apt,"706 - 600 Rexdale Blvd , Etobicoke - West Humber-Clairville",2010-12-03,43.7212849,-79.6100731
/on/etobicoke-real-estate/906-714-the-west-mall/home/dXawjy4epbb7rR18/,"$146,900","$144,000",Condo Apt,"906 - 714 The West Mall , Etobicoke - Eringate-Centennial-West Deane",2010-12-03,43.6568866,-79.57077029999999
/on/etobicoke-real-estate/69-lobo-mews/home/kbEDRYaN4Bvy1VaB/,"$699,900","$690,000",Freehold Townhouse,"69 Lobo Mews , Etobicoke - Islington-City Centre West",2010-12-03,43.6388212,-79.52589669999999
/on/etobicoke-real-estate/14-cormier-hts-n/home/JjAXw7Qwr91YQOzg/,"$559,900","$559,000",Freehold Townhouse,"14 Cormier Hts , Etobicoke - Mimico",2010-12-03,43.6195396,-79.5102828
/on/etobicoke-real-estate/409-2067-lake-shore-blvd-w/home/gJRv53KD6d2YVPW4/,"$339,900","$325,000",Condo Apt,"409 - 2067 Lake Shore Blvd , Etobicoke - Mimico",2010-12-03,43.6305531,-79.4755778
