,price,address,rooms,room dimensions,room_properties,Status,Type,Style,Size (sq ft),Area,Community,Bedrooms,Bedrooms Plus,Bathrooms,Kitchens,Rooms,Den/Family Room,Patio Terrace,Unit Exposure,Ensuite Laundry,Air Conditioning,Fireplace,Laundry,Pets,Stories,Basement,Elevator,Heating,Exterior,Garage,Parking Designation,Parking Features,Parking Places,Parking Total,Parking Space,Parking Description,Lockers,Locker Quantity,Locker Level,Maintenance,Taxes,Tax Year,Common Elements Included,Heating Included,Hydro Included,Water Included,Amenity,Parcel Number,Cross Street,Municipality District,Condo Corporation,Corporation Number,Property Management,Virtual Tour,Locker Number,Building Insurance Included,Central A/C Included,Parking Included,Transaction Type,Property Type,Attachment,Size (Interior),Ownership,MLS®#,Bedrooms Above Ground,Bedrooms Below Ground,Appliances,Construction Material,Heating Fuel,Cooling,Structure,Total Stories,View,Storage,Fire Protection,Parking Space (B),Parking Space (C),Parking Spaces (Total),Maintenance Fee,Payment Frequency,Water,Land Amenties,Building Amenities,Lot Features,Access,Sewer,Location Description,Pool,Size,Acres,Zoning Description,Video,UFFI,Feature,Age,Assessment,Assesment Year,Rooms Plus,Water supply,Kitchens Plus,Driveway,Covered Parking Places,Tax Legal Description,Fronting On,Frontage,Lot Depth,Lot Size Units,Zoning,Retirement,Taxes Included,Share Percentage,Exterior Features,Parcel of Tied Land,Handicap Equipped,Electricity,Gas,Cable,Telephone,Lot Irregularities,Cable Included,Building Area Total,Building Area Source,RATIO Current Price By Above Grade Finished Area,Area Major,Region,Property Attached,Property Sub Type,Area Minor,Last Modified,Current Price,Survey Type,Common Interest,Postal Code,Full Bathrooms,Inclusions,Above Grade Finished Area Units,Above Grade Finished Area,Above Grade Finished Area Source,Laundry Features,Kitchen Appliances,Patio And Porch Features,Total Bathrooms,Main Level Bathrooms,Main Level Bedrooms,Interior Features,Roof,Construction,Room Kitchen Level,Building Area Units,Kitchens Above Grade,Number Of Rooms Above Grade,Baths Total Rooms,Number Of 4 Piece Bathrooms,Kitchens Total,Beds Above Grade,Driveway Parking,Covered Spaces,Association Fee Frequency,Association,Association Fee Includes,Association Fee,Direction Faces,Directions,Water Source,FarmLandAreaUnits,Frontage Type �,Acres Range,Property Management Company,Condo Corporation Number,Energy Certificate,Green PIS,Open House Date,Open House Start,Open House Finished,Waterfront,Waterfront Features,Shore Allow,Shoreline Exposure,Half Bathrooms,Flooring,Basement Status,Parking Space (A),Community Name,Size Irregular,Depth,Size (Frontage),Additional Monthly Fee,Water Supply,Open House From,Office Area Units,Total Area,Total Area metric,Taxes Type,Utilities,Free Standing,Lot Code,List Price Type,Office Area,Water Body Name,Basement Features,Foundation,Certificate Level,Farm/Agriculture,Retail Area,Retail Area metric,Sprinklers,Business Type,Rail,Chattels Included,Expense Type,Financial Statement,Franchise,Survey,Alternate MLSN umber,Window Features,Number Of 3 Piece Bathrooms,Baths On Level Basement Count,INumber Of 2 Piece Bathrooms,Baths On Level Second Count,Beds On Level Second Count,Number Of Rooms Below Grade,Open Parking Spaces,Attached Garage,Open Parking,Lot Size Dimensions,Doing Business As,Seats,Days Open,Number of Employees,Llbo,Outside Storage,Percent Building,Soil Test,Area Influence,Com_cn_fee,Ceil Height (ft),Ceiling Height,Crane,Industrial Area,Industrial Area Units,Central Vac,lat,long
1710,1,868 Broadview Avenue,[],[],[],Sale,Detached,2 1/2 Storey,,Toronto,Playter Estates-Danforth,0.0,,0.0,0.0,0.0,N,,,,Other,N,,,,,,Other,Brick,Detached,,,6.0,8.0,,,,,,,1.0,2024.0,,,,,,103950218.0,Danforth and Broadview,Toronto E03,,,,,,,,,,,,,,,,,,,,,Workshop,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,Municipal,,Private,2.0,"PT LT 50 PL 257 TORONTO (MIDWAY) AS IN CA36663; S/T & T/W CA36663; TORONTO ,  CITY OF TORONTO",W,33.64,131.98,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6795458,-79.3583858
1711,1499900,3759 Ellesmere Road,"['Living', 'Dining', 'Kitchen', 'Br', 'Kitchen', 'Br', 'Br', 'Br', 'Family', 'Den', 'Br', 'Kitchen']","['4.61 x 4.36', '2.57 x 3.41', '3.16 x 3.41', '3.05 x 3.58', '5.26 x 3.12', '2.70 x 3.30', '2.71 x 3.30', '2.64 x 3.29', '2.45 x 5.43', '3.41 x 2.72', '3.44 x 3.11', '3.12 x 3.70']","['Open Concept, Renovated, Combined W/Kitchen', 'Combined W/Living', 'Renovated, Open Concept, Combined W/Living', '', 'Combined W/Dining, Renovated, W/O To Yard', '', '', '3 Pc Ensuite', 'Double Closet', 'Closet', 'Window', 'Open Concept, Walk-Out']",Sale,Detached,2-Storey,,Toronto,Highland Creek,4.0,2.0,5.0,2.0,17.0,Y,,,,Central Air,N,,,,Walk-Up,,Forced Air,Brick,Attached,,,4.0,6.0,,,,,,,4477.36,2023.0,,,,,,62300312.0,Ellesmere Rd / Meadowvale Rd,Toronto E10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,Public Transit,,,,,Municipal,1.0,Private,2.0,"PT LOT 31 PLAN 3476 PART 4 64R13858. TOGEHTER WITH A RIGHT-OF-WAY OVER PART 6 ON 64R13858,  UNTIL SUCH TIME AS THE LANDS ARE DEDICATED AS A PUBLIC HIGHWAY AS IN E27579. CITY OF SCARBOROUGH. ,  CITY OF TORONTO",S,54.75,117.0,Feet,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7908544,-79.1691915
1712,3250000,134 Millicent Street,"['Living', 'Prim Bdrm', '2nd Br', 'Br', 'Br', 'Living', 'Living', 'Dining', 'Prim Bdrm', '2nd Br', 'Prim Bdrm', 'Great Rm']","['2.44 x 4.29', '2.87 x 3.35', '3.00 x 4.17', '3.58 x 4.17', '2.00 x 3.89', '4.50 x 5.08', '3.45 x 2.77', '3.45 x 4.52', '3.15 x 3.40', '3.66 x 2.67', '5.49 x 9.65', '3.20 x 9.00']","['Laminate', 'Laminate, 3 Pc Bath', 'Laminate, 3 Pc Bath', 'Laminate', 'Laminate', 'Laminate, Combined W/Dining, Combined W/Kitchen', 'Laminate', 'Laminate, Combined W/Kitchen', 'Laminate, Closet', 'Laminate, Closet', 'Combined W/Dining, Combined W/Living, Combined W/Kitchen', 'Laminate, 3 Pc Bath, Combined W/Br']",Sale,Detached,2 1/2 Storey,,Toronto,Dovercourt-Wallace Emerson-Junction,6.0,2.0,7.0,1.0,16.0,Y,,,,Central Air,N,,,,Sep Entrance,,Forced Air,Alum Siding,Attached,,,1.0,3.0,,,,,,,5951.21,2024.0,,,,,,213130338.0,Landsdowne/Dupont,Toronto W02,,,,https://www.winsold.com/tour/352328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,2.0,Municipal,2.0,Private,2.0,PT LT 51 PL862 City west as In CT75552,N,23.11,117.18,Feet,,,,,Brick,N,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6648247,-79.442545
1713,15000000,2640 Midland Avenue,[],[],[],Sale,Land,,,Toronto,Agincourt South-Malvern West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6796.0,2023.0,,,,,,60990135.0,Midland Ave & Sheppard,Toronto E07,,,,,,,,,,Designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Municipal,,,,"PT LT 41 PL 1909 SCARBOROUGH; PT LT 42 PL 1909 SCARBOROUGH AS IN SC83278,  EXCEPT SC423721; TORONTO ,  CITY OF TORONTO",,292.0,290.51,Acres,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21915.3,Sq Ft,Annual,A,,Lot,For Sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public Transit,,,,,,,,43.7895079,-79.28059209999999
1714,2850000,81 Magpie Crescent,"['Foyer', 'Living', 'Family', 'Breakfast', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Rec', 'Exercise', '5th Br']","['2.67 x 2.29', '4.14 x 5.72', '4.09 x 8.69', '3.07 x 3.07', '4.01 x 3.96', '4.06 x 6.40', '3.66 x 4.00', '3.66 x 4.75', '3.45 x 3.50', '5.66 x 10.08', '3.89 x 3.58', '3.86 x 4.50']","['Double Doors, Tile Floor, Skylight', 'Formal Rm, Large Window, Wood Floor', 'Fireplace, O/Looks Pool, Pot Lights', 'W/O To Pool, Combined W/Kitchen, Pot Lights', 'B/I Appliances, Wood Floor, Pot Lights', 'W/I Closet, 5 Pc Ensuite, Wood Floor', 'Pot Lights, B/I Shelves, O/Looks Pool', 'Wood Floor, Pot Lights, Large Window', 'Large Window, O/Looks Frontyard, Broadloom', 'Fireplace, 3 Pc Bath, B/I Bar', 'Mirrored Walls, Closet, Broadloom', 'Separate Rm, W/I Closet, Large Window']",Sale,Detached,2-Storey,3000-3500,Toronto,St. Andrew-Windfields,4.0,1.0,4.0,1.0,9.0,Y,,,,Central Air,Y,,,,Finished,,Forced Air,Brick,Attached,,,3.0,5.0,,,,,,,13046.8,2024.0,,,,,,100930150.0,Leslie Ave/Bannatyne Dr,Toronto C12,,,,https://www.houssmax.ca/vtournb/h6804141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,Inground,,,,,,Hospital,,,,3.0,Municipal,,Private,2.0,"Parcel 46-1,  Section M1350,  Lot 46,  Plan 66M1350 TW",N,55.05,120.15,Feet,,,,,Stucco/Plaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8962882,-0.1614661
1715,1399800,611 Staines Road,"['Foyer', 'Dining', 'Great Rm', 'Breakfast', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Laundry', 'Br', '2nd Br']","['2.66 x 2.66', '3.86 x 4.86', '3.96 x 6.59', '3.69 x 3.96', '3.69 x 3.96', '4.16 x 5.36', '3.69 x 4.27', '3.56 x 3.69', '3.56 x 4.09', '2.66 x 2.69', '3.12 x 3.09', '3.19 x 2.99']","['Ceramic Floor, Mirrored Closet', 'Hardwood Floor, Large Window', 'Hardwood Floor, Fireplace, Large Window', 'Ceramic Floor, W/O To Patio, Overlook Golf Course', 'Ceramic Floor, Stainless Steel Appl, Granite Counter', 'Hardwood Floor, 5 Pc Ensuite, W/I Closet', 'Hardwood Floor, Large Closet', 'Laminate, Closet', 'Hardwood Floor, Closet', 'Tile Floor', 'Laminate', 'Laminate']",Sale,Detached,2-Storey,2000-2500,Toronto,Rouge E11,4.0,2.0,4.0,1.0,7.0,Y,,,,Central Air,Y,,,,Apartment,,Forced Air,Brick,Attached,,,2.0,4.0,,,,,,,5023.72,2023.0,,,,,,,Staines / Steeles,Toronto E11,,,,https://studiogtavtour.ca/611-Staines-Rd/idx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,2.0,Municipal,,Private,2.0,"LOT 425,  PLAN 66M2406,  TORONTO. S/T EASE UNTIL COMPLETE ACCEPTANCE OF THE SUBDIVISION BY THE CITY OF TORONTO AS IN AT644447",E,36.1,88.49,Feet,,,,,,,,A,Y,Y,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8383156,-79.2317614
1716,10720000,327 Cortleigh Boulevard,"['Foyer', 'Kitchen', 'Dining', 'Family', 'Living', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', '5th Br', 'Exercise', 'Rec']","['2.92 x 4.98', '5.32 x 8.97', '4.44 x 4.79', '5.27 x 7.06', '4.17 x 4.68', '6.18 x 7.38', '4.32 x 5.13', '4.05 x 4.47', '4.54 x 5.74', '4.29 x 4.31', '5.12 x 5.46', '5.15 x 7.33']","['Heated Floor, Illuminated Ceiling, Moulded Ceiling', 'Window Flr to Ceil, Porcelain Floor, W/O To Deck', 'Porcelain Floor, Heated Floor, Coffered Ceiling', 'Fireplace, Porcelain Floor, Heated Floor', 'B/I Bar, Coffered Ceiling, Porcelain Floor', 'Fireplace, 5 Pc Ensuite, W/I Closet', 'Hardwood Floor, 4 Pc Ensuite, W/I Closet', 'Hardwood Floor, 3 Pc Ensuite', 'Hardwood Floor, 4 Pc Ensuite, W/I Closet', 'Porcelain Floor, Heated Floor, 3 Pc Ensuite', 'Porcelain Floor, Heated Floor', 'Porcelain Floor, Heated Floor']",Sale,Detached,3-Storey,,Toronto,Bedford Park-Nortown,4.0,1.0,7.0,1.0,10.0,Y,,,,Central Air,Y,,,,Walk-Up,,Forced Air,Stucco/Plaster,Attached,,,4.0,6.0,,,,,,,31622.9,2023.0,,,,,,,West Of Avenue Road,Toronto C04,,,,https://327-cortleigh-blvd.showthisproperty.com/mls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,Inground,,,,,,,6-15,,,,Municipal,1.0,Available,2.0,"PCL 261-1,  SEC M346 ; LOT 261,  PLAN M346 ; NORTH Y",S,50.0,135.0,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.71092609999999,-79.4206961
1717,1899000,42 Ypres Road,"['Living', 'Dining', 'Kitchen', 'Family', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Rec', 'Laundry']","['5.10 x 5.30', '3.00 x 4.12', '6.42 x 7.20', '7.20 x 6.42', '4.30 x 4.85', '3.93 x 5.25', '3.30 x 5.10', '3.32 x 4.70', '6.18 x 7.80', 'N/A']","['Hardwood Floor, Pot Lights, California Shutters', 'Hardwood Floor, Combined W/Br, California Shutters', 'Granite Counter, Modern Kitchen, W/O To Deck', 'Crown Moulding, California Shutters, Pot Lights', 'Hardwood Floor, 5 Pc Ensuite, Closet Organizers', 'Hardwood Floor, California Shutters, Semi Ensuite', 'Hardwood Floor, California Shutters, Semi Ensuite', 'Hardwood Floor, Closet Organizers, California Shutters', 'Open Concept, Murphy Bed, W/O To Yard', 'Laundry Sink, Closet Organizers, Renovated']",Sale,Detached,2-Storey,,Toronto,Keelesdale-Eglinton West,4.0,,4.0,1.0,8.0,N,,,,Central Air,N,,,,Sep Entrance,,Forced Air,Brick,Built-In,,,4.0,6.0,,,,,,,8302.0,2023.0,,,,,,,Keele & Eginton,Toronto W03,,,,https://my.matterport.com/show/?m=JnMtySa5dEc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,1.0,Municipal,,Private,2.0,Plan 2245 Lot 30 Pt Lot 31,N,32.0,103.0,Feet,,,,,Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8770302,0.8985848999999999
1718,1888000,183 Maxome Avenue,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br']","['88.00 x 8.00', '8.00 x 8.00', '6.00 x 8.00', '10.00 x 10.00', '8.00 x 6.00', '8.00 x 5.00']","['Combined W/Dining, Laminate', 'Combined W/Kitchen, Window, Laminate', 'Ceramic Floor', 'W/O To Yard', '', '']",Sale,Detached,Bungalow,,Toronto,Newtonbrook East,3.0,2.0,2.0,1.0,6.0,Y,,,,Central Air,Y,,,,Sep Entrance,,Forced Air,Brick,Other,,,5.0,5.0,,,,,,,7503.52,2024.0,,,,,,100260111.0,Cummer & Maxome,Toronto C14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,51-99,,,,Municipal,,Other,5.0,Lt 91 Pl 4855 North York Toronto (N York),E,65.0,161.0,Feet,,N,,,,,N,,,,,Irregular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7955643,-79.4030066
1719,2598000,16 Agincourt Drive,"['Kitchen', 'Dining', 'Family', 'Office', 'Prim Bdrm', '2nd Br', '3rd Br', '4th Br', 'Rec', 'Br', 'Den']","['3.18 x 6.70', '5.20 x 9.60', '5.20 x 9.60', '2.91 x 3.88', '4.87 x 5.32', '3.61 x 3.91', '3.18 x 4.31', '3.61 x 4.79', '6.62 x 8.13', '3.74 x 3.90', '2.91 x 3.88']","['Hardwood Floor, Open Concept, Quartz Counter', 'Hardwood Floor, Combined W/Family', 'Hardwood Floor, Combined W/Dining', 'Hardwood Floor, Large Window', 'Hardwood Floor, 5 Pc Ensuite, His/Hers Closets', 'Hardwood Floor, 3 Pc Ensuite, Skylight', 'Hardwood Floor, Semi Ensuite, W/O To Balcony', 'Hardwood Floor, Semi Ensuite, Large Window', 'Laminate, Walk-Up', 'Laminate, Window', 'Laminate, Window']",Sale,Detached,2-Storey,3000-3500,Toronto,Agincourt South-Malvern West,4.0,1.0,5.0,1.0,11.0,Y,,,,Central Air,Y,,,,Walk-Up,N,Forced Air,Brick,Built-In,,,4.0,6.0,,,,,,,9012.64,2024.0,,,,,,61040519.0,Sheppard/Kennedy,Toronto E07,,,,https://www.tsstudio.ca/16-agincourt-dr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,< .50,,,No,Park,0-5,,,,Municipal,,Private,2.0,PLAN 1909 PT LOT 3 AND RP 66R29180 PART 23,W,36.04,234.05,Feet,RD(f15; a510*272),,,,Stucco/Plaster,,N,Y,Y,A,A,"South 231.82ft,  West 36.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-23 00:00:00.0,2:00 PM,5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.785505,-79.2831485
1720,1350000,30 Houndtrail Drive,"['Living', 'Dining', 'Den', 'Laundry', 'Kitchen', 'Family', 'Prim Bdrm', 'Br', 'Br', 'Br', 'Bathroom', 'Bathroom']","['4.86 x 3.75', '3.12 x 4.85', '3.95 x 3.15', '5.95 x 2.45', '6.20 x 4.59', '3.15 x 4.59', '5.65 x 8.78', '3.97 x 4.94', '3.97 x 4.98', '3.65 x 4.50', '5.87 x 2.95', '2.34 x 1.45']","['Hardwood Floor, Combined W/Dining, Walk Through', 'Combined W/Living, Bay Window, Hardwood Floor', 'Hardwood Floor, Window', 'Ceramic Floor, W/O To Yard', 'Ceramic Floor, W/O To Yard, Ceramic Back Splash', 'Combined W/Kitchen, Hardwood Floor, Fireplace', '4 Pc Ensuite, Hardwood Floor, Raised Rm', 'Hardwood Floor, Closet, Window', 'Hardwood Floor, Window, Closet', 'Hardwood Floor, Closet, Window', '3 Pc Bath, Ceramic Floor', '2 Pc Bath, Ceramic Floor']",Sale,Detached,2-Storey,2500-3000,Toronto,Highland Creek,4.0,,4.0,1.0,12.0,Y,,,,Central Air,Y,,,,Finished,,Forced Air,Brick,Attached,,,4.0,6.0,,,,,,,4763.0,2024.0,,,,,,,Houndtrial and Calverly Trial,Toronto E10,,,,http://mississaugavirtualtour.ca/April2024/Apr29BUnbranded/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,Park,,,,,Municipal,,Pvt Double,2.0,"PARCEL 139-1,  SECTION M2151 LOT 139,  PLAN 66M2151,",E,72.24,155.67,Feet,155.67,N,,,,,,Y,Y,A,Y,Irregular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7964461,-79.1838459
1721,1488000,145 Ellerslie Avenue,['Living'],['N/A'],[''],Sale,Detached,Bungalow,,Toronto,Willowdale West,3.0,1.0,2.0,1.0,5.0,N,,,,Central Air,Y,,,,Full,,Other,Brick,,,,0.0,0.0,,,,,,,6589.45,2023.0,,,,,,,Yonge/Sheppard,Toronto C07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,Municipal,,,0.0,Plan 2097 Part Blk 5 Rp 66R29977 Part 1,S,37.06,149.8,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7698844,-79.4200355
1722,1250000,23 Venn Crescent,"['Kitchen', 'Dining', 'Living', 'Br', '2nd Br', '3rd Br']","['2.57 x 3.26', '3.31 x 3.47', '4.10 x 4.51', '3.09 x 5.06', '3.00 x 3.27', '2.65 x 3.02']","['', '', '', '', '', '']",Sale,Detached,2-Storey,,Toronto,Keelesdale-Eglinton West,3.0,,2.0,1.0,7.0,Y,,,,Central Air,N,,,,Unfinished,N,Forced Air,Brick,Detached,,,4.0,5.0,,,,,,,4049.0,2024.0,,,,,,104900317.0,Eglinton & Blackthorn,Toronto W03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,Public Transit,51-99,,,,Municipal,,Private,1.0,"LT 72 PL 1896 TWP OF YORK; PT LT 73 PL 1896 TWP OF YORK AS IN TB810521; TORONTO (YORK) ,  CITY OF TORONTO",N,35.0,125.0,Feet,,N,,,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,2024-07-28 00:00:00.0,2:00 PM,4:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6910185,-79.4667479
1723,1199000,33 Venn Crescent,"['Living', 'Dining', 'Kitchen', 'Prim Bdrm', '2nd Br', 'Laundry', 'Common Rm', 'Common Rm', 'Common Rm']","['3.71 x 5.72', '3.21 x 3.34', '3.10 x 3.94', '2.89 x 3.96', '3.04 x 3.32', '1.96 x 2.15', '3.29 x 6.09', '3.24 x 3.59', '1.86 x 2.11']","['Parquet Floor, W/O To Sundeck', 'Parquet Floor, South View, Sw View', 'Tile Floor, W/O To Balcony', 'Parquet Floor', 'Parquet Floor', '', '', '', '']",Sale,Detached,Bungalow,,Toronto,Keelesdale-Eglinton West,2.0,,1.0,1.0,5.0,N,,,,Central Air,N,,,,Unfinished,,Forced Air,Brick,Built-In,,,2.0,4.0,,,,,,,3977.01,2024.0,,,,,,104900311.0,"Eglinton,  between Caledonia & Keele",Toronto W03,,,,,,,,,,,,,,,,,,,,,Garden Shed,,,,,,,,,,,,,,,Sewers,,,,,,,,Public Transit,,,,,Municipal,,Pvt Double,2.0,LT 81-83 PL 1896 TWP OF YORK ; CITY OF TORONTO,S,60.0,110.0,Feet,RM (f12.0; u4; d0.8) (x252) per Toronto.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6909698,-79.4675326
1724,1088000,15 Woodgarden Crescent,"['Living', 'Kitchen', 'Prim Bdrm', '2nd Br', '3rd Br']","['5.66 x 3.30', '4.00 x 3.30', '3.58 x 2.95', '3.23 x 3.00', '2.67 x 3.00']","['Hardwood Floor', 'Hardwood Floor, Open Concept', '', '', '']",Sale,Detached,Bungalow,,Toronto,West Hill,3.0,3.0,2.0,1.0,5.0,N,,,,Central Air,N,,,,Sep Entrance,,Forced Air,Brick,Attached,,,2.0,3.0,,,,,,,3405.0,2023.0,,,,,,63910209.0,Lawrence Ave E and Morning Dew Rd,Toronto E10,,,,https://winsold.com/matterport/embed/352568/gekm997gWbz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,5.0,Municipal,1.0,Private,1.0,"LT 107 PL 5441 SCARBOROUGH; S/T SC234211; TORONTO ,  CITY OF TORONTO",N,54.67,110.1,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7681377,-79.16822359999999
1725,999990,42 Senlac Road,['Living'],['3.25 x 7.00'],"['Hardwood Floor, Combined W/Living']",Sale,Detached,Other,,Toronto,Lansing-Westgate,3.0,,1.0,1.0,6.0,Y,,,,,N,,,,Other,,Radiant,Brick,,,,4.0,4.0,,,,,,,6992.5,2024.0,,,,,,,Yonge/Sheppard,Toronto C07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,,,,,,,,,,,,Municipal,,Other,0.0,"Pt Lot 8,  Pl 2069 Twp Of York As Tr71894",W,40.0,193.42,Feet,,,,,,,,,,,,Ravine Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7613148,-79.4238886
1726,2499000,5 Maple Gate Court,"['Family', 'Kitchen', 'Prim Bdrm', '2nd Br']","['5.22 x 5.98', '3.56 x 4.58', '5.22 x 6.45', '3.01 x 5.22']","['', '', '', '']",Sale,Detached,Bungalow,,Toronto,Markland Wood,3.0,1.0,4.0,1.0,6.0,Y,,,,Central Air,Y,,,,Finished,,Forced Air,Brick,Detached,,,15.0,18.0,,,,,,,9863.83,2024.0,,,,,,,Bloor St W and Mill Rd,Toronto W08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sewers,,Inground,,,,,,,,,,3.0,Municipal,,Private,3.0,"PCL 242-1,  SEC M1082 ; LT 242,  PL M1082",E,9.63,187.16,Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.633394,-79.58393819999999
